rob
-0.1486988705127874
-0.20995435071913743
-0.24096737569362786
-0.26730663925377046
-0.2889677258482452
-0.29205348352898175
-0.29309690396980687
-0.29210907051925916
-0.28076009141540975
-0.2689525566382163
-0.2566910752480387
-0.23953488693209177
-0.22276776602724424
-0.20640761606107821
-0.18846187587393023
-0.17133957765051616
-0.15498307296830247
-0.13894800409732516
-0.12378152893739348
-0.10950413147876936
-0.0963030986264604
-0.08392846583935673
-0.07236653591019578
-0.06150435044503094
-0.051516748623783505
-0.042405982815662
-0.034082925104620694
-0.026647596581233866
-0.02016174324144149
-0.014863774901157988
-0.010363954167072502
-0.0065703646450932345
-0.0028614551889832164
-0.000598710731881063
-0.00035534410281500397
-0.00028795054783469604
-0.0002260079115391563
-0.00016948938989639616
-0.00012753150139079207
-8.92449030701056e-05
-5.4627499401514565e-05
-3.0729978505058796e-05
-9.167906431811576e-06
-3.204135207214805e-05
-1.6790030979016366e-05
-2.592182698097707e-05
-3.485527128175403e-05
-6.215999406853815e-05
-4.399334292194301e-05
-4.8220166923526145e-05
-4.8173866235994895e-05
-5.1900731004086054e-05
-4.968721176636802e-05
-4.7412831481796765e-05
-4.5859463078057904e-05
-4.311216348202861e-05
-4.074057487514969e-05
-3.819934199773262e-05
-3.5683069400048713e-05
-3.277415172365486e-05
-2.9580559610581197e-05
-2.7319676483328204e-05
-2.4633723166267408e-05
-2.149153842769917e-05
-1.9251692774960542e-05
-1.8953873936655705e-05
-1.638263449791408e-05
-1.348801942688283e-05
-9.957786688406388e-06
-9.761251850268447e-06
-8.195892718550072e-06
-6.822114217523995e-06
-5.096162387820401e-06
-4.5788808738736025e-06
-3.704683728462852e-06
-2.9295920782973964e-06
-4.453548068903282e-06
-1.7624094110034178e-06
-1.2687703843978024e-06
-8.137694709827028e-07
-6.961674463585566e-06
-1.952949897256082e-06
-3.4513332376631595e-06
-4.530810951905472e-06
-7.1896347548928805e-06
-1.3942933628361223e-06
-2.1503812829930397e-06
-2.239870652995031e-06
-1.1896256665944237e-06
-1.270692080281232e-05
-2.8004251465759e-06
-1.0296725530459192e-05
-4.1613038783465317e-07
-6.765260622527003e-08
-4.7029029440872084e-07
-1.0591632726840215e-07
