sim_num,max_danger,avg_danger,interactions,lane_switch_interactions,tailgating_interactions,goals_not_reached,collisions,emergency_maneuvers,avg_velocity,overall_steps,number_egos
21,0.14065571035022292,0.09904992665333066,0,0,0,1,0,0,9.545819453334284,200,2
22,0.028697003434332014,0.015252648012851902,0,0,0,1,0,0,7.158450643278366,200,2
23,0.030285952664536975,0.016709379631587376,0,0,0,1,0,0,7.16237560446459,200,2
24,0.03359354693297309,0.018902417425265446,0,0,0,1,0,0,7.15873072767201,200,2
25,0.39635992697099054,0.19271913435621196,0,0,0,1,0,0,7.869482924059724,200,3
26,0.09236981322287437,0.07801224484822845,0,0,0,1,0,0,9.017462652055965,200,2
27,0.13305623112579032,0.10795695420750431,0,0,0,1,0,0,7.891959245311279,200,3
28,0.08330117372346257,0.05882452264225162,0,0,0,1,0,0,6.876257546697629,200,3
29,0.03207567126410875,0.017732673826905843,0,0,0,1,0,0,7.161564863974849,200,2
30,0.12923267770268063,0.06724974867740972,0,0,0,1,0,0,7.130000989051612,200,3
31,0.0308039506638138,0.01645508077891925,0,0,0,1,0,0,7.159085509987098,200,2
32,0.039806947078685824,0.03083231582855025,0,0,0,1,0,0,7.846608901883032,200,2
33,0.07571022307732433,0.05821440487520694,0,0,0,1,0,0,7.061880696582052,200,3
34,0.03091874561345009,0.017073497728898275,0,0,0,1,0,0,7.160707696655981,200,2
35,0.03372700627698874,0.020277666273583836,0,0,0,1,0,0,7.157645058271426,200,2
36,0.20434760963720078,0.14900269399589586,0,0,0,1,0,0,7.682614305219969,200,3
37,0.028697003434332014,0.015252648012851902,0,0,0,1,0,0,7.158450643278366,200,2
38,0.3043298712307727,0.1691467934394666,0,0,0,0,0,0,10.42632945753149,136,3
39,0.14013209044280628,0.09800431567114733,0,0,0,1,0,0,9.520806094454109,200,2
40,0.11115173923446914,0.060738847888845995,0,0,0,1,0,0,7.0788076204597035,200,3
41,0.17422677924908758,0.12411375579703592,0,0,0,1,0,0,7.587152682323471,200,3
42,0.03085241122709575,0.01686536215128782,0,0,0,1,0,0,7.161863098438695,200,2
43,0.03289612726276631,0.01976830570636785,0,0,0,1,0,0,7.158941483439682,200,2
44,0.12877520447709484,0.10269447536747853,0,0,0,1,0,0,9.124824186926832,200,2
45,0.12175720086091768,0.08762899822295712,0,0,0,1,0,0,8.457597805967154,200,3
46,0.029610019822600517,0.015803757961402164,0,0,0,1,0,0,7.158965028236746,200,2
47,0.03257414826383014,0.018410034183992362,0,0,0,1,0,0,7.158851683251851,200,2
48,0.05694273410202173,0.0417900737203405,0,0,0,0,0,0,8.757470882821167,186,2
49,0.11641901437314449,0.07714057596444895,0,0,0,0,0,0,9.719310732440684,156,2
50,0.030229778627834065,0.013516214313357783,0,0,0,1,0,0,7.12809106223973,200,2
51,0.03289612726276631,0.01976830570636785,0,0,0,1,0,0,7.158941483439682,200,2
52,0.5060130060695812,0.23233063197942166,1,0,1,1,0,5,11.227033034742284,121,2
53,0.24541026768215735,0.13712747319196067,0,0,0,1,0,5,11.542320296449219,121,2
54,0.5060130060695812,0.23233063197942166,1,0,1,1,0,5,11.227033034742284,121,2
55,0.1498352089864855,0.10271338136629299,0,0,0,1,0,5,13.088147511728899,99,2
56,0.06575399406381988,0.0352602748357671,0,0,0,1,0,5,15.932107369701747,99,2
57,2.619023456422665,0.5668627900844061,1,1,0,0,0,0,11.291707335438893,139,2
58,2.5578304495637236,0.4666491540684375,4,4,0,1,0,5,9.581178987548903,135,3
59,4.562636990885424,0.8929750113114625,0,0,0,0,0,0,13.105243150276184,135,2
60,0.14032709506351543,0.0991655583780971,0,0,0,0,0,0,8.506079063535305,174,3
61,0.14683705567879257,0.10193779849918472,0,0,0,0,0,0,8.452341966064157,179,3
62,1.151929339293681,0.30582228036778975,2,1,1,0,0,4,10.297692970812772,140,3
63,2.5316537669801495,0.9021241082603383,0,0,0,1,0,5,12.138101736942478,103,3
64,5.146445645882066,1.450448238821461,5,5,0,1,0,5,12.129005517316044,135,3
65,4.5279064127972575,1.1907430072282084,5,5,0,1,0,6,14.072058196925816,135,3
66,5.025562304517715,1.4467987562320288,5,5,0,1,0,5,12.142726369529214,133,3
67,5.146445645882066,1.450448238821461,5,5,0,1,0,5,12.129005517316044,135,3
68,0.9543424386478919,0.42217167617668766,0,0,0,1,0,5,14.19033099285455,103,2
69,7.461191995468414,1.7169372673540275,5,5,0,0,0,2,10.915457180883791,135,3
70,0.1035092439130223,0.055242416753236365,0,0,0,0,0,0,6.945689838838544,135,2
71,3.899363793370033,1.807880061557875,7,6,1,2,0,10,12.567429606107083,108,3
72,0.7634014116766977,0.2877994573215413,4,4,0,1,0,5,8.036651695332917,108,2
73,0.7634014116766977,0.2877994573215413,4,4,0,1,0,5,8.036651695332917,108,2
74,2.6679891840940755,0.9216235641626609,7,7,0,1,0,7,12.790323031796314,109,3
75,1.8698254560854148,0.5431465669093464,4,4,0,1,0,9,10.842385912918123,115,3
76,6.218105444758754,1.4425499757881253,0,0,0,1,0,5,12.15433632847771,108,3
77,3.899363793370033,1.807880061557875,7,6,1,2,0,10,12.567429606107083,108,3
78,0,0,0,0,0,1,0,5,22.91548251528068,64,1
79,3.9004531502152173,1.7927229828532076,9,5,4,2,0,10,14.680483908571002,104,3
80,6.862377903718112,1.332231252153546,0,0,0,1,0,5,13.064489568861422,194,4
81,1.386267525308894,0.21954829534696702,3,3,0,2,0,10,19.537514107123418,64,2
82,0.9543424386478919,0.42217167617668766,0,0,0,1,0,5,14.19033099285455,103,2
83,3.192443702450015,1.6293817668177233,8,5,3,2,0,10,13.033362722484707,103,3
84,1.386267525308894,0.21954829534696702,3,3,0,2,0,10,19.537514107123418,64,2
85,3.4305689120980207,1.1200798409190842,3,3,0,1,0,5,11.170465577748834,104,2
86,3.924783092862276,1.7023981005453728,5,4,1,2,0,10,15.581804873242433,103,3
87,6.126942811672125,1.594227139032622,2,2,0,2,0,10,11.386795359220034,149,4
88,0.9543424386478919,0.42217167617668766,0,0,0,1,0,5,14.19033099285455,103,2
89,3.719595815062398,1.6301474204148891,7,4,3,2,1,7,13.992662708836058,104,3
90,0.9543424386478919,0.42217167617668766,0,0,0,1,0,5,14.19033099285455,103,2
91,3.271819058496179,1.1811176842513285,0,0,0,1,0,5,14.943369216197853,104,3
92,12.64716126526799,5.746214135303598,8,6,2,3,0,15,12.8906717059254,104,4
93,3.6652749413147436,1.637295385770743,2,2,0,2,0,10,14.993921103507068,104,3
94,1.386267525308894,0.21954829534696702,3,3,0,2,0,10,19.537514107123418,64,2
95,3.948539021171623,1.958193261966411,5,4,1,2,0,10,15.013570638930952,104,3
96,3.4305689120980207,1.1200798409190842,3,3,0,1,0,5,11.170465577748834,104,2
97,4.393168784840468,1.2732334831165135,3,3,0,1,0,5,11.830462632708665,102,2
98,3.9004531502152173,1.7927229828532076,9,5,4,2,0,10,14.680483908571002,104,3
99,3.9004531502152173,1.7927229828532076,9,5,4,2,0,10,14.680483908571002,104,3
100,3.9004531502152173,1.7927229828532076,9,5,4,2,0,10,14.680483908571002,104,3
101,3.4305689120980207,1.1200798409190842,3,3,0,1,0,5,11.170465577748834,104,2
102,5.253675850752,1.7588099715189642,0,0,0,1,0,5,14.535063124417489,104,3
103,1.386267525308894,0.3941594331054042,3,3,0,2,0,10,17.953204891993295,64,3
104,0.9543424386478919,0.42217167617668766,0,0,0,1,0,5,14.19033099285455,103,2
105,3.6381280207469313,1.5305374046763778,5,5,0,2,0,10,15.242885512669785,104,3
106,0.06166327533000372,0.040594570965717204,0,0,0,1,0,5,14.64303774693582,102,2
107,1.386267525308894,0.21954829534696702,3,3,0,2,0,10,19.537514107123418,64,2
108,0.9543424386478919,0.42217167617668766,0,0,0,1,0,5,14.19033099285455,103,2
109,3.4305689120980207,1.1200798409190842,3,3,0,1,0,5,11.170465577748834,104,2
110,6.4419518478734705,3.711281460456616,4,0,4,4,0,20,13.408020669749881,80,4
111,0.9543424386478919,0.42217167617668766,0,0,0,1,0,5,14.19033099285455,103,2
112,1.386267525308894,0.21954829534696702,3,3,0,2,0,10,19.537514107123418,64,2
113,3.917434904242765,1.649999124233096,5,5,0,3,0,15,12.033984192061162,104,4
114,3.3329783047297927,1.0865500188727042,2,2,0,1,0,5,10.893803536921386,104,2
115,1.386267525308894,0.21954829534696702,3,3,0,2,0,10,19.537514107123418,64,2
116,4.192169289464283,1.7148630207726225,9,6,3,2,0,10,14.76617408402052,106,3
117,3.681404913808296,1.6249380336890011,4,3,1,2,0,10,14.949145168260952,104,3
118,4.108253312827896,2.1426473116814893,9,5,4,2,0,10,13.166109276261828,104,4
119,5.058853941056125,1.0685813541470803,9,9,0,1,0,5,15.278923162056206,103,3
120,3.271819058496179,1.1811176842513285,0,0,0,1,0,5,14.943369216197853,104,3
121,4.027617399482655,1.43606556898561,3,3,0,2,0,10,14.603493356824059,115,3
122,1.386267525308894,0.21954829534696702,3,3,0,2,0,10,19.537514107123418,64,2
123,3.5900156671530796,1.4857404091422037,5,5,0,2,0,10,15.119188708585435,104,3
124,0.9543424386478919,0.42217167617668766,0,0,0,1,0,5,14.19033099285455,103,2
125,3.7068232669336156,1.7036192575282714,6,3,3,2,0,10,15.000129994074022,104,3
126,21.18387193864582,3.0073180467347043,8,6,2,3,0,15,12.091091341374812,104,4
127,7.126547033179111,1.5372644862221303,2,2,0,1,0,5,13.25752016306971,152,4
128,3.894418278285882,1.1853196944021551,6,6,0,2,0,10,16.57546682502337,69,3
129,1.0365160715494381,0.2069613602167516,2,2,0,2,0,10,19.43851437617306,64,2
130,3.67235501661189,1.673468012572592,9,6,3,2,0,10,14.738992716969955,103,3
131,3.5340495170334245,1.2226760276103694,2,2,0,2,0,10,12.018287422522905,108,3
132,3.717601661819142,1.7085557832710534,9,5,4,2,0,10,14.594291889472148,103,3
133,3.255774040443347,1.6968604980618098,8,5,3,2,0,10,14.853781842764478,99,3
134,3.9004531502152173,1.7927229828532076,9,5,4,2,0,10,14.680483908571002,104,3
135,3.271819058496179,1.1811176842513285,0,0,0,1,0,5,14.943369216197853,104,3
136,3.4305689120980207,1.1200798409190842,3,3,0,1,0,5,11.170465577748834,104,2
137,0.9543424386478919,0.42217167617668766,0,0,0,1,0,5,14.19033099285455,103,2
138,9.591931087539429,2.4952948393530052,1,1,0,3,0,19,13.044625576432713,54,4
139,1.5738753537285395,0.730112152756448,3,1,2,1,0,9,12.400754848909498,109,3
140,0.12777680226953814,0.061321924774358,1,0,1,2,0,10,21.60902279285725,57,2
141,5.011122778672319,1.499546591818001,9,5,4,2,0,10,15.206145499020952,103,3
142,3.61938391470608,1.3463398744504158,3,3,0,2,0,10,15.002153720534185,104,3
143,1.386267525308894,0.21954829534696702,3,3,0,2,0,10,19.537514107123418,64,2
144,3.7304482896431437,1.7853861119160435,6,3,3,2,0,10,14.925669207134414,104,3
145,3.4305689120980207,1.1200798409190842,3,3,0,1,0,5,11.170465577748834,104,2
146,5.253675850752,1.7588099715189642,0,0,0,1,0,5,14.535063124417489,104,3
147,3.6952078720658004,1.2733032572571008,9,8,1,2,0,10,14.988496829346518,103,3
148,3.4305689120980207,1.1200798409190842,3,3,0,1,0,5,11.170465577748834,104,2
149,3.9004531502152173,1.7927229828532076,9,5,4,2,0,10,14.680483908571002,104,3
150,0.9543424386478919,0.42217167617668766,0,0,0,1,0,5,14.19033099285455,103,2
151,5.253675850752,1.7588099715189642,0,0,0,1,0,5,14.535063124417489,104,3
152,1.2296145062862525,0.4076251983141842,1,1,0,2,0,10,15.845395220641114,64,3
153,0.9543424386478919,0.42217167617668766,0,0,0,1,0,5,14.19033099285455,103,2
154,2.77342841822601,1.3127389135927758,7,7,0,2,0,10,15.289836881442529,83,3
155,0.9543424386478919,0.42217167617668766,0,0,0,1,0,5,14.19033099285455,103,2
156,3.4305689120980207,1.1200798409190842,3,3,0,1,0,5,11.170465577748834,104,2
157,3.4305689120980207,1.1200798409190842,3,3,0,1,0,5,11.170465577748834,104,2
158,3.6926827687817037,1.5899408289241208,5,4,1,2,0,10,14.828267695453334,104,3
159,3.4305689120980207,1.1200798409190842,3,3,0,1,0,5,11.170465577748834,104,2
160,0.9543424386478919,0.42217167617668766,0,0,0,1,0,5,14.19033099285455,103,2
161,3.4305689120980207,1.1200798409190842,3,3,0,1,0,5,11.170465577748834,104,2
162,3.0705216621055826,1.096411441216201,2,2,0,0,0,0,10.364510074988637,104,2
163,2.844305417812491,1.4687314653280745,6,4,2,3,0,15,14.195248062805206,165,4
164,0.9543424386478919,0.42217167617668766,0,0,0,1,0,5,14.19033099285455,103,2
165,3.4305689120980207,1.1200798409190842,3,3,0,1,0,5,11.170465577748834,104,2
166,0.9543424386478919,0.42217167617668766,0,0,0,1,0,5,14.19033099285455,103,2
167,3.5898294431100615,1.4556134515157928,3,3,0,2,0,10,15.122994458382108,104,3
168,3.4305689120980207,1.1200798409190842,3,3,0,1,0,5,11.170465577748834,104,2
169,0.9543424386478919,0.42217167617668766,0,0,0,1,0,5,14.19033099285455,103,2
170,2.4472288526700106,0.9284482613782935,7,3,4,1,0,8,12.268787566191653,116,3
171,1.386267525308894,0.21954829534696702,3,3,0,2,0,10,19.537514107123418,64,2
172,3.9004531502152173,1.7927229828532076,9,5,4,2,0,10,14.680483908571002,104,3
173,3.5893913467108183,1.5046364579825888,5,5,0,2,0,10,15.147531590245972,104,3
174,4.993733228211075,1.1451111993665122,0,0,0,1,0,5,12.776112271222491,184,3
175,3.614983511743517,1.4084024213816133,5,4,1,2,0,10,15.058806424837597,104,3
176,3.823119166620434,1.753205848299949,8,4,4,2,0,10,14.733579745807456,104,3
177,3.9004531502152173,1.7927229828532076,9,5,4,2,0,10,14.680483908571002,104,3
178,4.234810650880616,1.727251442841131,9,6,3,2,0,10,14.788256844300047,106,3
179,4.0158559831337035,2.096496095403792,9,5,4,2,0,10,13.293834916275106,104,4
180,2.90841477920565,1.2346716579421024,9,7,2,2,0,10,15.205992516619943,104,3
181,4.238460165116119,2.2737740813165606,10,8,2,2,0,10,13.434260339045041,104,4
182,4.129585322982031,1.3049017689081177,6,2,4,1,0,5,10.948450838113276,188,4
183,2.622189025876765,1.389105942488181,8,8,0,2,0,12,14.885253010616246,100,4
184,2.6919084852007136,1.2914578356424562,8,8,0,2,0,10,15.304650479342914,100,4
185,4.002734978514905,2.3994877942717023,9,8,1,2,0,10,13.449304096715446,103,4
186,1.8468353244742526,0.7052954819887262,4,4,0,1,0,5,12.666558889283088,103,3
187,8.618988113890747,1.35012461128743,0,0,0,1,0,6,12.851920523759672,145,3
188,4.085778351844359,1.7583192381930213,5,3,2,1,0,5,10.475789699590441,104,3
189,3.676453424411071,1.5006279695458686,3,3,0,2,0,10,14.841782908923184,96,3
190,3.7240058446515527,1.5643880992591388,5,3,2,2,0,10,14.724465277636703,104,3
191,4.079691586458917,1.9758375137939728,9,7,2,2,0,10,12.996545848814499,109,5
192,3.8283446048613436,2.2554269382549568,8,8,0,2,0,10,13.52036476791879,98,4
193,4.238460165116119,2.2737740813165606,10,8,2,2,0,10,13.434260339045041,104,4
194,4.238460165116119,2.2737740813165606,10,8,2,2,0,10,13.434260339045041,104,4
195,3.4874936153754197,1.076530891459994,8,8,0,1,0,5,11.962494378259724,112,4
196,4.244928290684787,2.0414635985334866,7,5,2,2,0,10,13.433869458253623,104,4
197,11.82055110933679,2.157332723775095,11,10,1,1,0,5,13.393537695537143,104,4
198,13.037707226906974,2.1476572421289952,6,5,1,1,0,5,13.612907090292914,104,4
199,11.9695864095437,1.9147683256348063,12,10,2,1,0,5,12.527586178899213,104,4
200,5.207980798111913,1.399333060765782,0,0,0,1,0,5,13.680766110644923,104,3
201,11.455733431390147,1.4731374382120972,6,6,0,0,0,0,12.60482345635262,103,3
202,10.069978662639572,1.9831217753689196,13,10,3,1,0,5,12.471578035646113,107,4
203,10.578551645492523,2.0851954603874545,12,10,2,1,0,5,11.768681523698605,108,4
204,10.510772039944364,2.004034192941996,13,10,3,1,0,6,12.424464045703072,108,4
205,10.098829525128544,2.0108721998801755,13,10,3,1,0,5,12.314006822595452,107,4
206,11.073461644021592,2.0221498218530574,14,10,4,1,0,5,12.18517966386729,113,4
207,5.520527180571402,1.4232641367673102,0,0,0,1,0,5,13.2188222252088,113,3
208,2.484246138739494,1.1934007049689033,3,2,1,1,0,5,9.178737256140515,113,3
209,2.600177648393277,1.47704220255911,0,0,0,4,0,20,12.64553598870402,60,4
210,17.365917560685602,2.305724097254497,11,11,0,3,0,15,11.634047666016974,114,4
211,8.180420859580122,2.1702141088381945,12,9,3,1,0,7,12.031525823110663,125,4
212,7.342544323683594,1.3459401989264608,3,3,0,1,0,7,11.885284314282677,115,3
213,11.343815884788263,2.6601191734010863,14,10,4,2,0,5,10.532215349337864,200,5
214,8.464885275093438,1.2987950349158617,10,10,0,1,0,5,14.47614388483816,107,3
215,5.771188559536422,1.7956651594544841,0,0,0,1,0,5,11.880573307934084,164,4
216,9.164392003820453,2.1352609910280265,5,5,0,1,0,5,11.82281485892585,148,4
217,11.073461644021592,2.0221498218530574,14,10,4,1,0,5,12.18517966386729,113,4
218,11.073461644021592,2.0221498218530574,14,10,4,1,0,5,12.18517966386729,113,4
219,13.499228311013205,2.3443588056354665,13,13,0,0,0,0,10.585647366116065,122,4
220,2.484246138739494,1.1934007049689033,3,2,1,1,0,5,9.178737256140515,113,3
221,5.520527180571402,1.4232641367673102,0,0,0,1,0,5,13.2188222252088,113,3
222,2.484246138739494,1.1934007049689033,3,2,1,1,0,5,9.178737256140515,113,3
223,10.033172100352864,1.6770067765751737,7,7,0,0,0,0,12.440650039454715,113,4
224,7.47363626775555,2.1335928656980743,0,0,0,2,0,11,12.585013784518555,119,4
225,5.520527180571402,1.4232641367673102,0,0,0,1,0,5,13.2188222252088,113,3
226,11.073461644021592,2.0221498218530574,14,10,4,1,0,5,12.18517966386729,113,4
227,11.073461644021592,2.1025672690702644,14,10,4,1,0,5,11.833009468922022,113,5
228,2.484246138739494,1.1934007049689033,3,2,1,1,0,5,9.178737256140515,113,3
229,8.332889554171137,1.6798859612246235,9,9,0,0,0,0,11.282842605536215,155,3
230,5.520527180571402,1.4232641367673102,0,0,0,1,0,5,13.2188222252088,113,3
231,11.870165878943938,2.022543036246426,10,6,4,1,0,5,12.211432355389173,113,4
232,2.484246138739494,1.1934007049689033,3,2,1,1,0,5,9.178737256140515,113,3
233,5.4998027066684845,1.9001761319493458,0,0,0,1,0,5,14.961814954240307,116,3
234,7.724041141242322,0.7673108208147739,2,0,2,0,0,0,15.619318815189509,110,2
235,9.938439970549783,2.0845959057876486,6,3,3,2,0,13,11.765405497764732,113,4
236,4.873836566360166,1.7368745091265414,6,6,0,1,0,5,12.701253525012682,113,4
237,9.197794415165802,2.0725852772509037,10,8,2,1,0,6,10.577554095504194,175,4
238,10.90136894168713,2.012161325118664,13,9,4,1,0,5,12.177169229635219,113,4
239,2.484246138739494,1.1934007049689033,3,2,1,1,0,5,9.178737256140515,113,3
240,9.435414757966269,1.6531041097583545,4,4,0,1,0,5,12.13829268289434,107,4
241,10.033172100352864,1.6767931129747287,7,7,0,0,0,0,12.444772417564211,113,4
242,10.40031200310703,2.3330918200157464,15,12,3,1,0,5,13.684988066334643,113,4
243,8.034608199317498,1.4999458883140508,10,10,0,1,0,5,15.495025782226579,107,4
244,10.025840036027915,1.5014468415520856,4,4,0,1,0,5,16.188994497570498,106,3
245,7.42026491715025,1.4797146240561352,1,1,0,2,0,7,13.68641895669511,200,4
246,5.470028746746008,1.9701011631323058,0,0,0,1,0,5,15.23134468219375,113,3
247,8.034608199317498,1.4474327223154446,12,12,0,1,0,5,16.440564613874333,107,3
248,7.394799440690697,2.2623826501356943,5,4,1,1,0,6,13.498076035243916,116,4
249,7.394799440690697,2.2623826501356943,5,4,1,1,0,6,13.498076035243916,116,4
250,7.292577395441327,1.4112837940606635,8,8,0,1,0,6,16.456900788602653,107,3
251,10.40031200310703,2.3330918200157464,15,12,3,1,0,5,13.684988066334643,113,4
252,8.034608199317498,1.4474327223154446,12,12,0,1,0,5,16.440564613874333,107,3
253,9.455480469283868,2.256193887433322,6,6,0,1,0,6,14.043893980756996,113,4
254,1.1808896072806303,0.5465874121862638,0,0,0,0,0,0,10.882159619487526,125,3
255,5.387599025796426,1.567329729800082,9,9,0,1,0,5,16.669062618034527,97,3
256,4.638859684642547,1.9521647959911683,4,4,0,1,0,6,13.275478707449265,113,4
257,5.3557432727544,1.967956981502692,0,0,0,1,0,5,15.307075900168016,113,3
258,4.8047882847249035,2.0170122773071477,0,0,0,1,0,5,11.08758431382624,113,3
259,4.324738060464229,1.610828788496873,0,0,0,1,0,5,14.674131230479619,120,3
260,10.033172100352864,1.5938862281968842,7,7,0,0,0,0,12.113803321812808,113,3
261,9.576880528661647,1.9660709173617,14,9,5,1,0,7,12.837466311548082,114,4
262,5.470028746746008,1.9701011631323058,0,0,0,1,0,5,15.23134468219375,113,3
263,8.034608199317498,1.4474327223154446,12,12,0,1,0,5,16.440564613874333,107,3
264,10.40031200310703,2.3330918200157464,15,12,3,1,0,5,13.684988066334643,113,4
265,12.280987590772776,2.372056377538049,15,12,3,1,0,6,13.647564693064144,119,4
266,10.033172100352864,1.7301014335812532,7,7,0,0,0,0,13.06945424368432,113,4
267,4.76852060877696,1.8762721855639204,0,0,0,1,0,5,12.204534010444624,131,4
268,10.774739516409047,1.643087904139577,7,6,1,0,0,0,12.826919569199356,117,4
269,4.8047882847249035,2.0170122773071477,0,0,0,1,0,5,11.08758431382624,113,3
270,5.560741939580664,1.6071070623259942,0,0,0,1,0,5,13.782304527762676,113,3
271,10.033172100352864,1.5938862281968842,7,7,0,0,0,0,12.113803321812808,113,3
272,10.256862854155685,2.9819517938404956,16,12,4,1,0,5,14.81340828473091,113,4
273,8.787568879262752,2.9593005114380655,11,10,1,1,0,6,14.936667286236093,107,4
274,8.2696752671658,2.984433174486044,8,8,0,1,0,5,14.117286961629956,113,4
275,8.737878797687001,3.048177580076227,22,13,9,1,0,6,14.546062635239005,114,4
276,9.741340676978318,3.0048211606661717,11,7,4,1,0,6,14.613261371243269,113,4
277,2.858267362742194,0.8880932818953106,4,4,0,1,0,6,19.72178487800568,88,3
278,7.954343843937972,1.7615339647437425,19,15,4,1,0,8,17.556218491634024,112,3
279,7.72154186797392,2.741630020138471,0,0,0,1,0,5,13.751566749318771,142,4
280,7.954343843937972,1.7615339647437425,19,15,4,1,0,8,17.556218491634024,112,3
281,8.76416384998093,1.64002979650475,8,4,4,0,0,1,11.836973051854297,114,3
282,12.070942579235945,2.9320746752762212,12,12,0,1,0,5,15.043033142821056,113,4
283,8.14667209750005,2.8846999684936327,21,14,7,1,0,8,14.734961111185836,112,4
284,7.591288432873515,2.5197117186071813,0,0,0,1,0,5,16.678174752317805,113,3
285,7.593812531514634,2.5873579810535907,0,0,0,1,0,5,15.071058928495598,160,4
286,8.193676766964133,2.8461391475703617,3,3,0,1,0,5,12.523755500876034,113,3
287,9.280920357248258,3.38949416207574,22,13,9,1,0,6,13.079775928128736,162,5
288,10.7617984344647,3.048932918818277,16,11,5,1,0,5,13.397490358777398,168,5
289,7.591288432873515,2.5197117186071813,0,0,0,1,0,5,16.678174752317805,113,3
290,7.954343843937972,1.7615339647437425,19,15,4,1,0,8,17.556218491634024,112,3
291,7.954343843937972,1.7615339647437425,19,15,4,1,0,8,17.556218491634024,112,3
292,8.76416384998093,1.64002979650475,8,4,4,0,0,1,11.836973051854297,114,3
293,8.737878797687001,3.048177580076227,22,13,9,1,0,6,14.546062635239005,114,4
294,8.193676766964133,2.8461391475703617,3,3,0,1,0,5,12.523755500876034,113,3
295,7.836777853317114,2.7989285575724456,3,3,0,1,0,5,12.496257005606367,114,3
296,7.571617863784286,2.6001374556040453,9,8,1,1,0,6,14.601036570056728,140,4
297,7.2590242598177985,2.0575707935438414,18,14,4,1,0,6,17.74428833729708,108,4
298,6.343295202168292,2.170623085824518,0,0,0,1,0,5,15.540633727280158,116,3
299,8.721961153350282,2.9999590623048014,25,16,9,1,0,8,14.576375675713775,112,4
300,8.82558868953955,2.256392000595879,2,2,0,1,0,5,16.15543843619994,110,4
301,7.954343843937972,1.7615339647437425,19,15,4,1,0,8,17.556218491634024,112,3
302,7.954343843937972,1.7615339647437425,19,15,4,1,0,8,17.556218491634024,112,3
303,7.0360407449804985,2.9560688378777504,8,7,1,2,1,7,13.87566695102068,109,4
304,5.576679550660242,2.138339950413391,3,3,0,0,0,1,10.010753864864405,109,3
305,7.191928100852433,2.9289230743636536,4,4,0,1,0,6,15.182208716335444,110,4
306,7.954343843937972,1.7615339647437425,19,15,4,1,0,8,17.556218491634024,112,3
307,7.4494259897696224,2.9884384507223745,0,0,0,2,0,5,14.537572681455185,200,5
308,7.929413034201994,1.6212739879434646,6,4,2,0,0,1,11.98206367143095,109,3
309,8.1696141397466,2.9987775441395095,7,7,0,1,0,6,15.036928218134571,104,5
310,7.145647015652654,2.8812251960286264,2,2,0,1,0,5,12.489778047225656,109,3
311,7.954343843937972,1.7615339647437425,19,15,4,1,0,8,17.556218491634024,112,3
312,7.053181221233945,3.970524360302007,14,9,5,4,1,16,16.36833418531479,65,4
313,6.7277589450931075,2.523579395450222,0,0,0,1,0,5,16.751997977271824,109,3
314,6.754370264714981,1.477736349690814,5,5,0,1,0,6,17.48665730879699,127,3
315,6.7277589450931075,2.523579395450222,0,0,0,1,0,5,16.751997977271824,109,3
316,13.170782348659301,3.1498995498705247,8,8,0,2,0,10,11.769105874968655,107,3
317,6.288401255988149,1.5411957913776997,0,0,0,2,0,10,12.08261296655493,102,3
318,3.5936841273780056,2.5073532889919354,2,1,1,4,0,20,16.769818513522676,57,4
319,6.592966888138073,1.7833132340120659,13,10,3,2,0,11,15.820354593547966,108,4
