rob
-15.075489021965183
-13.969474991821698
-12.861334675877053
-11.751630071541207
-10.641052874371013
-9.529895276820742
-9.141268449571651
-8.749410747700555
-8.354904109342357
-7.958035028234725
-7.559167645268243
-7.158743182444951
-6.7569079074918506
-6.354102877920166
-5.950333733884815
-5.545888322976754
-5.141131432375907
-4.736005026681248
-4.330797775042228
-3.9255928382140617
-3.520473220154397
-3.115501867794265
-2.710632185168251
-2.306004618711974
-1.901497182156291
-1.497252576085156
-1.0931494616143098
-0.689266215117442
-0.28568313910083987
-0.0011
-0.0011
-0.0011
-0.0011
-0.0011
-0.0011
-0.0011
-0.0011
-0.0011
-0.0011
-0.0011
-0.0011
-0.0011
-0.0011
-0.0011
-0.0011
-0.0011
-0.0011
-0.0011
-0.0011
-0.0011
-0.0011
-0.0011
-0.0011
-0.0011
-0.0011
-0.0012000000000000001
-0.0012000000000000001
-0.011200000000000002
-0.0165
-0.0178
-0.0267
-0.0224
-0.016800000000000002
-0.0181
-0.0126
-0.008400000000000001
-0.007
-0.0038
-0.0011
-0.001
-0.001
-0.001
-0.001
-0.001
-0.001
-0.001
-0.001
-0.001
-0.001
-0.001
-0.001
-0.001
-0.001
-0.001
-0.001
-0.001
-0.001
-0.001
-0.001
-0.003
-0.0035
-0.0034
-0.0033
-0.0034
-0.003
-0.0026
-0.0023
-0.002
-0.0018
-0.0015999999999999999
-0.0015
-0.0014
-0.0013
-0.0012000000000000001
-0.0011
-0.0011
-0.0011
-0.001
-0.001
-0.001
-0.001
-0.001
-0.001
-0.001
-0.001
-0.001
-0.001
-0.001
-0.001
-0.3008574855841992
-0.7077763135011672
-1.114862863869135
-1.5219081266043872
