a_bef_b,distance,va_acc,vb_acc
100,17.878683711311186,0.14871245701101926,0.14870988453490544
100,17.9659732538518,0.2099929463263291,0.20994698736764847
100,18.05326592224758,0.24101465976998862,0.24095561870617
100,18.140561137378377,0.2673494405350128,0.2672901309165155
100,18.227858382540486,0.28897634220330914,0.2889506767514519
100,18.31515793962834,0.29208441836736554,0.29203667554514634
100,18.40246012135535,0.2931219291330704,0.29308489508823327
100,18.489764618478233,0.2921021343088477,0.2921006015397996
100,18.577071354741964,0.28075410503862996,0.28075268902250045
100,18.66438105298336,0.2689504799064323,0.26895173808845224
100,18.751693383367588,0.2567003293457801,0.25670492458938193
100,18.839008075102058,0.23952010955695188,0.23953175058596707
100,18.926325365378897,0.22275611222500147,0.22276638042843122
100,19.013645508443346,0.20639669286564147,0.20640621617445543
100,19.100968015989892,0.18842094232922074,0.1884780308021702
100,19.18829252505114,0.17133042932841663,0.17133777810044695
100,19.2756192312671,0.1549748849940547,0.154983153048688
100,19.362947618555214,0.13893539283892903,0.13894373838533292
100,19.450276794554753,0.12378309261218637,0.12378504570991963
100,19.537606416879566,0.10949895601006004,0.10950197845532116
100,19.624936079217985,0.0962980894736302,0.09629820384932877
100,19.712264983060855,0.08370062864837526,0.08392654755784199
100,19.799591130755985,0.0723772679772116,0.07238296196646705
100,19.886911057474517,0.06151156631656842,0.06306321538245742
100,19.974210541230878,0.051894914018334175,0.05406543307529439
100,20.061480975522173,0.04240769207055335,0.045386318538599514
100,20.14870287864211,0.034087746382272195,0.04519161407354221
100,20.235818327910348,0.026669795682798838,0.03756252081604872
100,20.322829656164277,0.020153839970209548,0.022498543259486973
100,20.40981632324127,0.0148554787445339,0.007555887089761857
100,20.496870146068535,0.010322887230281574,-0.001172565877590147
100,20.584033505128506,0.006554313676295079,-0.0036915115726819914
100,20.671297754424348,0.004268498798371886,-0.002982304451144839
100,20.75863409626844,0.0023749037512404616,-0.002330784465709495
100,20.846017198223905,0.0008275978295748571,-0.0017362128339790562
100,20.93342721995621,0.000489101213344433,-0.0012968718151902705
100,21.02085412799545,0.00016422231370472274,-0.0008953694657687368
100,21.108291320998966,-7.504260271913747e-05,-0.0005327904339137281
100,21.195733660560826,-0.0001550564413017453,-0.000284221163868628
100,21.283178480464922,-0.00021356792578266915,-5.976207327621042e-05
100,21.370623168659776,-0.00026481643683230353,0.00014018412536265888
100,21.458065338118725,-0.0002856980855042013,0.0002612802895177139
100,21.545503679614015,-0.00030806197441042083,0.000368262816696326
100,21.632937107933152,-0.0003234744153318983,0.0004612023117467162
100,21.720364701374226,-0.0003217863406168263,0.0005032594078091761
100,21.807785621666543,-0.00031710967653360674,0.0005377856565042707
100,21.895199589880086,-0.0003122399509312463,0.0005648023764100805
100,21.982606556855103,-0.0002977057987965179,0.0005591499872103873
100,22.07000658733749,-0.0002823613771298413,0.0005533485372493384
100,22.157399410627928,-0.0002677027748277043,0.0005439378857883414
100,22.244785293198554,-0.0002489933266691873,0.0005176519020637377
100,22.332164660360768,-0.00022975726403359442,0.0004886580591428422
100,22.41953767204475,-0.00021184475952480946,0.0004647651781724607
100,22.50690425801112,-0.0001926976047395943,0.00043081376615137286
100,22.594264881021672,-0.00017673665302669995,0.0003982571927833371
100,22.681620000176753,-0.00015708140040654315,0.0003650932252850617
100,22.76896958912571,-0.00014039784820995464,0.00033404201319141736
100,22.856313603643418,-0.00012585722665552467,0.0003050974634954829
100,22.943652571150757,-0.00010962716719402211,0.0002797485020071678
100,23.030987022234306,-9.576221165228078e-05,0.00019778298264789613
100,23.11831556149282,-7.967325488994992e-05,0.00020365493750691
100,23.205637552374252,-7.067152019468079e-05,0.0001811419057758718
100,23.292954025014946,-5.971246321505365e-05,0.00016605480907052776
100,23.380265919909796,-4.958119526441645e-05,0.00015130155087728466
100,23.467575174517783,-3.897941616932819e-05,0.00011849670143109937
100,23.554883145938586,-3.117885320120772e-05,0.00010144908343678573
100,23.642190252337386,-1.578692390771346e-05,8.560193654447604e-05
100,23.72949681185592,-5.412375747983243e-06,7.09558666028755e-05
100,23.81680317467406,-2.5112796007516567e-06,5.908889861707634e-05
100,23.904109382310168,5.22600841371024e-08,4.812559515618569e-05
100,23.99141544442301,1.8821390634265405e-06,3.806595679330604e-05
100,24.078721435433454,3.122997128672504e-07,3.0307111357563097e-05
100,24.16602744539179,-1.261971172420227e-06,2.3187741689388166e-05
100,24.253333813837994,-1.2395955280699533e-06,1.670784933793402e-05
100,24.34064090784989,-1.733587805297683e-07,-5.478779498919841e-06
100,24.427948738849853,-9.689715685692455e-07,7.735252362136447e-06
100,24.515256356235223,-1.0187507597741624e-06,3.84308943423385e-06
