a_bef_b,distance,va_acc,vb_acc
100,9.89227679091079,0.1487071291406927,0.14870935604709076
100,9.920513043465764,0.20994268175233782,0.20994303916376253
100,9.948749513866936,0.24094677574184697,0.24094903752254593
100,9.976986137046131,0.2672812482569385,0.26728257274449513
100,10.00522282732533,0.2889427209267955,0.28894332115627336
100,10.033459537278024,0.2920248570484881,0.29202592261085253
100,10.061696241823055,0.29307582554877076,0.29307643908502806
100,10.089932927731873,0.29209429295509853,0.2920946639813875
100,10.11816956550615,0.2807444953801438,0.28074484377732534
100,10.146406170129062,0.2689477209255777,0.2689478996730906
100,10.174642746624357,0.2567037307733805,0.256703877519915
100,10.202879264858838,0.23953246200405415,0.2395329242029879
100,10.231115644691373,0.22276795199992774,0.22276853366776472
100,10.25935193248774,0.20641018818570336,0.20641086631473068
100,10.28758814667737,0.18848520979081304,0.1884861355145736
100,10.315824263325716,0.17134506969650673,0.1713459907366293
100,10.344060344172817,0.15498954374277074,0.15499041077843637
100,10.37229638878704,0.13895453537859345,0.13895567935103456
100,10.400532366513119,0.12379524336312385,0.12379630673187511
100,10.428768304663796,0.1095112312993283,0.10951221051225642
100,10.457004138765214,0.09630951962398522,0.09631064161356087
100,10.485239916242703,0.08393580239194645,0.08393667594331186
100,10.51347564209056,0.0723896442931856,0.07239028605823147
100,10.541711311313001,0.06152306113320699,0.06152368983283274
100,10.569947007843401,0.05153301845228744,0.05153337737076322
100,10.59818278419391,0.042419202117114425,0.04241932911869434
100,10.626418712576402,0.034099504328013834,0.034099453853960626
100,10.654654712031324,0.026681443230037554,0.026681225476560582
100,10.68289083872873,0.020164976946666784,0.020164665159034596
100,10.711127086017765,0.016230705068868093,0.016230212660622866
100,10.739363481029764,0.011558441439877378,0.011557961459193139
100,10.76760016109342,0.006148208171744674,0.0061478675668502
100,10.795837194777578,0.002034683270076624,0.002034501566190009
100,10.824074602861407,-0.0003611895425598834,-0.00036119471665837605
100,10.852312294962347,-0.0010394203626340002,-0.0010393710602064113
100,10.880549413377757,-0.0008396721137447582,-0.00038129865592900986
100,10.908782378220058,-0.0006560402196575747,1.1287497781930176e-05
100,10.937009180387276,-0.0004885218314566121,0.00013838688196084637
100,10.965230328365674,-0.00036463347294018853,5.1630492748065466e-05
