a_bef_b,distance,vb_acc,va_acc
100,17.521068074029245,0.14870899390102962,0.14870479519403504
100,17.429546296006656,0.20994315886711443,0.20994087828200783
100,17.338025441872418,0.2409486487056213,0.24094260030843476
100,17.24650528073336,0.26728278993158877,0.2672802544974468
100,17.1549858151089,0.2889437604940499,0.28894245488729076
100,17.063467134200547,0.2920267077425776,0.29202451758186154
100,16.971949179525748,0.29307714350218267,0.2930755982166201
100,16.880431921334676,0.2920953284074776,0.2920941801338386
100,16.788915249691907,0.28074575372048677,0.2807443425637631
100,16.69739914757008,0.2689485308946519,0.26894758108104927
100,16.605883641345375,0.25670424672925074,0.2567034872825581
100,16.514368780829372,0.23953330139416337,0.23953285852064135
100,16.42285481926113,0.22276889587942936,0.22276877781908305
100,16.331341642831852,0.20641091695745162,0.20641120866960536
100,16.239829160838855,0.18848609578134057,0.18848677671436648
100,16.14831734078509,0.17134580109648892,0.17134652800016684
100,16.056806178940043,0.15499010717493572,0.15499070880638804
100,15.965295683559285,0.13895526360853047,0.13895527601061247
100,15.87378585317096,0.12379579637836566,0.12379647807512914
100,15.782276811955622,0.10951163308502944,0.1095122577371843
100,15.690768518079185,0.09630987749869721,0.09631062349492782
100,15.59926092680068,0.08393594351684353,0.08393656061379558
100,15.507753995156866,0.0723896422437927,0.0723900924433305
100,15.416247578169719,0.061522825416171496,0.0615228221270579
100,15.324741488951341,0.051532605698550095,0.05153229607872409
100,15.233235797456178,0.0424187046221671,0.04241912171761914
100,15.141730495851702,0.034098849410880705,0.034099221125078995
100,15.050225496391922,0.02668085127945732,0.026680982715527553
100,14.958720666161536,0.020164477945803234,0.020164411411239532
100,14.867212883845895,0.01623019149300354,0.014863460339820361
100,14.775692584273843,0.011558036059522691,0.01032718653973511
100,14.68416106635055,0.006147962570135835,0.006557514564318159
100,14.592635600247805,0.0020345893084145862,0.005324648097677304
100,14.501141380566608,-0.0003611944484233288,0.004190148932818699
100,14.40969081641796,-0.0010393900150111083,0.0031543181085721588
100,14.318279776899253,-0.0003813053742814319,0.0020613261869689894
100,14.226892848787946,1.1288225902901877e-05,0.0011010901786473785
100,14.135516450725518,0.00013838777598109304,0.00027508317795770697
100,14.044141458205237,5.155905121701152e-05,-0.00017681498405476158
100,13.952763342203935,-3.7761147198294954e-07,-0.0005627730123649485
100,13.861378697531922,-1.753339414259485e-05,-0.0008819769827768383
100,13.76998414128143,-6.563427845479175e-06,-0.0013279547574488902
100,13.678575550400423,9.292034837231748e-09,-0.0016372020094583576
100,13.587149797908227,2.1945177723323973e-06,-0.0018135394979886242
100,13.49570568316046,8.517154691821715e-07,-0.0015691522442434042
100,13.4042445422631,5.254219772594581e-08,-0.0013502386833627294
100,13.31276847528767,-2.44617111377782e-07,-0.00114491103887751
100,13.221279395963087,-9.789235276840798e-08,-0.0009783525173925312
100,13.129779041580408,-1.1223219002586036e-08,-0.0008152590682324324
100,13.03826910502004,2.4147867061675066e-08,-0.0006437136133455525
100,12.946751309761206,9.872205444215621e-09,-0.0005084892312473512
100,12.855228147091072,1.6187628695037856e-09,-0.0004167972112665064
100,12.763701295090547,-1.3584345732862307e-09,-0.0003190659890027016
100,12.67217170336052,1.1815590454500898e-06,-0.00024558355828358896
100,12.580640127667099,2.0765882306494443e-06,-0.00017837889437009554
100,12.489107278743324,2.363028111978534e-06,-0.00011743168985278299
100,12.397573808807877,3.603240082605736e-06,-7.452712772770363e-05
100,12.306040258627972,6.670621174999321e-07,-3.570181730381609e-05
100,12.214507099087308,1.2629391375014992e-06,-9.581998557295075e-07
100,12.122974614910758,1.4898616597713887e-06,2.1049792596527074e-05
100,12.031443079225557,1.0417524880521022e-06,4.0610090878406416e-05
100,11.939912742931735,6.372273293649901e-07,5.77261979025249e-05
100,11.848383820339224,-2.2959216991320554e-06,6.642652238367888e-05
100,11.756856423792776,9.916594301513146e-08,7.382039424383617e-05
100,11.665330455912036,-4.880186037138909e-08,7.990915496600426e-05
100,11.573805944253028,-1.4048027313269863e-07,8.082338874442757e-05
100,11.4822829049326,-2.3315628707975454e-07,8.116873601074888e-05
100,11.390761337765216,-2.828030406300125e-06,8.094539002998183e-05
100,11.299241215259157,-2.4740991899640193e-06,7.783106918106063e-05
100,11.207722131400763,-3.6861510258043222e-06,7.469717056742762e-05
100,11.116204027906871,-4.124050348805227e-06,7.09065364047035e-05
100,11.024686769938521,-5.903745977166214e-06,6.549339139900215e-05
100,10.933170310493024,-1.0990278233350823e-05,6.0783796523310956e-05
100,10.8416546157214,-5.552373548240419e-06,5.6319641604820495e-05
100,10.750139417106489,-5.537191699017228e-06,5.1037843522669566e-05
100,10.658624628270609,-4.003721551556965e-06,4.657180896340321e-05
100,10.567110181623919,-2.6210418769555733e-06,4.281776140465182e-05
100,10.47559608809359,-1.3193529253208197e-05,3.8567196757909883e-05
100,10.384082265440915,-1.97765598796803e-06,3.481502817118395e-05
100,10.292567632519713,-5.2251871575695e-07,3.106260917506562e-05
100,10.201052067441159,4.0287298548462644e-07,2.7920510398084515e-05
100,10.109535766484617,1.0187305033845001e-06,2.4409382274752814e-05
100,10.018018973527463,2.0160738173519177e-05,2.0787116881931006e-05
100,9.926501759918075,4.839414597118869e-06,1.820035942974311e-05
100,9.834984462666847,3.971036772674376e-06,1.5590414394652082e-05
100,9.743467297369458,3.1698074781944507e-06,1.3099523762168842e-05
100,9.651950253477116,2.5493644811656507e-06,1.1153787923834064e-05
100,9.560433320348592,1.9810950648410638e-06,9.182004229901614e-06
100,9.468916491784102,1.4646993648700891e-06,7.367754266896684e-06
100,9.377399762529432,1.0862944266548278e-06,5.953243277722475e-06
100,9.285883130140206,7.409028211569281e-07,4.592754619088398e-06
100,9.19436659364222,4.2866098516812567e-07,3.3877018135365504e-06
100,9.102850153056227,2.1546099129623015e-07,2.3840780515015285e-06
100,9.011333815390635,2.3076612072716803e-08,1.5995540469847366e-06
100,8.91981758428493,-1.4827858748067575e-07,9.001723088883458e-07
100,8.828301470064181,-2.512406758548612e-07,2.965911592321149e-07
100,8.736785479335932,-3.4192508527467013e-07,-1.2601700673020434e-07
100,8.645269623112615,-6.178093095734117e-06,-4.683957009398398e-07
100,8.553753940133666,-7.2611066312582365e-06,-7.997803537567165e-07
100,8.462238258410173,-4.213046331742435e-06,-9.338579622034682e-07
100,8.370722483813834,-3.7591705969563476e-06,-1.0437612257988051e-06
100,8.279206625662301,-4.243607161613942e-06,-1.164857748448002e-06
100,8.187690689502583,6.940916633973874e-07,-1.177120545835364e-06
100,8.096174654652378,-2.294516147792033e-07,-1.1675332116709135e-06
100,8.00465856975863,-2.766899260662426e-06,-1.176033761564829e-06
100,7.913142484390565,-1.802260225337511e-06,-1.104872204023243e-06
100,7.8216263924526865,-9.966415317896267e-07,-1.0354483977993628e-06
100,7.730110283810739,8.020650088576052e-07,-9.788606247889764e-07
100,7.638594149767155,3.749954334013429e-07,-8.940322235547786e-07
100,7.547077994815514,3.305925679367982e-07,-8.136852681980465e-07
100,7.455561826811433,6.1974813504839e-07,-7.492973151717471e-07
100,7.364045644257704,7.696782059501101e-07,-6.788097277304273e-07
100,7.272529446992584,6.452316948082206e-07,-6.096124432494195e-07
100,7.181013239647225,7.386290735262754e-07,-5.507872382318485e-07
100,7.089497019171846,8.570366102067622e-07,-4.853780983290246e-07
100,6.997980787550831,9.040712124029705e-07,-4.251046853648485e-07
100,6.906464542261247,8.93937643194098e-07,-3.730225929416446e-07
100,6.8149482873985905,6.030357309559946e-07,-3.215925458417696e-07
100,6.723432024311868,8.252926381247235e-07,-2.7364582542642234e-07
100,6.631915754152069,9.67392580658621e-07,-2.347473825802895e-07
