va_acc,vb_acc
0.14896152019851902,0.14870922263486197
0.21034883821224964,0.2099440855168813
0.24165252953113908,0.24095069010114362
0.2679186916709029,0.2672851864748336
0.2894641812165141,0.2889461007260702
0.29265277635161446,0.2920304302300796
0.293538292078841,0.2930801107468952
0.29219807537965,0.2920974198781307
0.2809953404391963,0.28074805947727294
0.2690970359639802,0.268949953187132
0.2567557454097632,0.2567058807045985
0.23954002986567458,0.23953328579274222
0.22257743423615584,0.22276795891736006
0.20633231568535249,0.20640950491279353
0.18835371794377953,0.18848355716757706
0.17123187365186862,0.17134305752997042
0.15486106642682018,0.15498728368060208
0.13879372369645773,0.13895139134464396
0.12366228622022843,0.12379237186652041
0.1092589272297361,0.10950893858217921
0.09611526163338867,0.09630531678491908
0.0837474477878021,0.08393154063131353
0.0721941167233249,0.07238591922469802
0.061468944430584704,0.06306502000941203
0.0520805753479299,0.05406565781545562
0.04232572688276013,0.04538559779100019
0.03399264357897218,0.045188873636005544
0.026568815253949208,0.03755886662076053
0.02005368891235946,0.022495786737764877
0.0147704372554114,0.007555643059327157
0.01025040085522055,-0.0011736886126959844
0.006329757215137993,-0.003692235797727526
0.004197348495003379,-0.0013571243748292747
0.002334161026432572,3.6666002768821804e-05
0.0008511116273296797,0.0004890299026929812
0.0006114793754751535,0.00018252763138027587
0.00042632109017033367,-1.1434159547861084e-06
0.00019522924982750335,-6.189435630946391e-05
6.329414210644114e-05,-2.164042693235164e-05
-5.439727908854344e-05,1.0767807550052732e-06
-0.00015950443487099553,8.031430680146594e-06
-0.00022118615584739866,2.9153361352394932e-06
-0.0002650715728757458,-7.945245537129702e-08
-0.0003268617467299222,-1.036010223158292e-06
-0.00035039826576842525,-3.8455055951456156e-07
-0.0003871762262018635,1.882560805675761e-09
-0.000406814883866353,1.2980857783121738e-07
-0.000351603165744503,1.6066546672620625e-06
-0.0003450574281865362,2.3351474757583954e-06
-0.0003317985074025354,2.502191165481399e-06
-0.00032017901082619684,1.5511244015980474e-06
-0.0003769172545480947,1.8256907143412121e-06
-0.00040418225072754897,1.3604319855292328e-06
-0.0003481914631668197,1.3039249722848348e-06
-0.00027850821020826015,8.550842121372886e-07
-0.00019118052876751547,-3.4521267392253197e-07
-0.00020964974036695604,7.409328956273208e-07
-0.0001831108778436135,3.1029018234891996e-07
-0.00011267215518576405,-1.4052334404354146e-08
-2.0186813099363003e-05,-2.356564019846689e-06
-2.5642264276000045e-06,-1.0466277559112502e-06
5.310579173673766e-06,-9.73294378853982e-07
4.227068732775543e-06,-1.2807293953558382e-06
