va_acc,vb_acc
0.14871380725280395,0.14870339260726068
0.20995772549364508,0.20994069275545774
0.24097245404252343,0.24094209938188
0.2673072601315478,0.2672806768731041
0.288967836587752,0.28894261213993233
0.2920556736553796,0.29202469796034924
0.29309743370334757,0.29307583731851655
0.29210724176350983,0.29209439883132354
0.28075486300500424,0.28074467499360206
0.2689503187368364,0.26894743845696084
0.25669978024066425,0.2567036658100156
0.23952078763101073,0.23953293648582896
0.22275246482064381,0.22276851897304087
0.2063926823352222,0.2064107906973052
0.18845903282620738,0.18848615281032086
0.17132217432633284,0.17134552809192843
0.15496549761954959,0.15499007988521776
0.13892399918901918,0.13895603245485988
0.12376912442218954,0.12379655658819162
0.10948952244696643,0.10951231297210273
0.09628448848915971,0.0963106771672827
0.08391773602683411,0.08393561740139051
0.07237828445175278,0.07238981651664532
-0.1342526400991001,0.25939764124423054
-0.31834660662745895,0.4252024678290859
-0.47990669577930006,0.569805470389656
-0.3676109713295676,-0.09134420816635937
-0.2649874330124098,-0.4066959491030523
-0.17203606413339673,-0.3762467390993943
-0.7982704184339874,0.5858006638929845
-1.2631738679120232,1.3177865116868885
-1.5667319049936232,1.819712283449634
-1.003911150591274,-0.47436252752301217
-0.510461045402894,-1.5423383151874759
-0.08638436334082798,-1.38421869104075
-0.34888318943363233,-0.3218518707158789
-0.5817133551666585,0.5922836887512638
-0.7848716168450937,1.3581903994199849
-0.4908575077011526,-0.05155408874203724
-0.22491857383784047,-0.7478310373850464
0.01294039570718654,-0.7306439572543589
-0.4258218479788758,0.1654940123023924
-0.797225943076643,0.9317917867319888
-1.1012660251084907,1.5682527184755666
-0.4956854242320218,-0.26095337545268665
-0.11028109206622595,-1.1320625152990837
0.05494532587043208,-1.0450794756957436
-3.492435577100923,3.150252938803382
-4.684054702351622,4.722876991112867
-3.5199089899098475,3.672792677754803
-1.3916344511553056,1.4887301709317966
0.3023466944023996,-0.251338728162255
1.5620344257489134,-1.5474140193527153
1.2462193505903405,-1.2366139714199103
0.9563599255424653,-0.9512980573550336
0.6924564444645593,-0.6914662771580257
1.0147920966602482,-0.7697889444977025
1.2373089713868688,-0.828463440162742
1.3600070215443576,-0.8674897641626987
0.9807039239115669,-0.6046887018873605
0.6355924620988744,-0.3660142927738406
0.324672459607127,-0.15146711583653882
0.4180229900178043,-0.45034114549732185
0.4790172083924321,-0.6702892994477049
0.5076551147307112,-0.8113114311033417
0.24132814048377096,-0.5111225824769283
0.0016243089031362996,-0.23954377144568118
-0.21145638001108633,0.0034251225326622997
0.44437837774330274,-0.17621800628576817
0.698232693663561,-0.3110461283040312
0.5501065677489311,-0.4010586886728257
0.054803344623770414,-0.15478328860102017
-0.37034450975414573,0.06647358768921768
-0.7253369954523278,0.26271191931188953
0.06909915034079729,-0.4734815838370502
0.45480119692006993,-0.7626646048745669
0.4317685834883638,-0.6048373805215163
-3.364371133891074,3.3066859308663537
-4.701712646414424,4.711333293155716
-3.5802555340310622,3.609104642903137
-1.4299474858109733,1.4482568186100901
0.28223509645054895,-0.2726319612638927
1.5562922058448088,-1.5535616860479067
1.2424530616803886,-1.2406653934244316
0.9543838070022653,-0.9534501971002001
0.692084445072191,-0.6919161001593984
1.0185555541797515,-0.7683083636665184
1.2441843107431076,-0.8253444876253427
1.3689707197411816,-0.8630244770312075
0.9885685642651584,-0.6002294180936053
0.6424276376789968,-0.36158687345827756
0.33054794166443807,-0.1470968509222171
0.42303311651179426,-0.44487798819056246
0.4832151167162481,-0.6641278108429239
0.5110939349606404,-0.8048463266697572
0.2442189573100966,-0.5055480507453707
0.004007903930699538,-0.23479844596996136
-0.20953922832947539,0.007402496981391978
0.44513663865194086,-0.17313900690876716
0.6982851312298176,-0.3087507718501051
0.5499062518642446,-0.3994327833149105
0.24674081365426845,-0.15344159246149128
-0.025955377399220995,0.06755311040161291
-0.2681823269860582,0.2635513234859143
-0.06311382139376423,-0.4735555157443281
0.04993952561777139,-0.7631830105331464
0.07097741472295206,-0.6053311741675618
-0.7781429931732387,3.306512910804221
-1.4169549174931382,4.7113494672656975
-1.8454583030253837,3.6091784973686596
0.5478093181617096,1.4483037380561445
1.6531416162128243,-0.27260728932239103
1.4705385065636538,-1.5535545858075717
0.10386461238576777,-1.2406606321621827
-0.9619891060624798,-0.9534475994271057
-1.7270226377217182,-0.6919154691732976
0.21173073231177872,-0.7683100034001915
1.1458189611027003,-0.8253480186539056
1.0752420514672139,-0.8630296075602354
0.4468293330686417,-0.6002345453742589
-0.09672041383821654,-0.3615919843219863
-0.5554071702870126,-0.1471019930733294
-0.09498893700069787,-0.44488434717876346
0.15105152900342034,-0.6641349973463062
0.18271459794148665,-0.8048538683778044
