a_bef_b,distance,vb_acc,va_acc
100,16.138902838554838,0.1486988296467345,0.14870902914115336
100,16.339861596733,0.20995423056824952,0.2099429352109993
100,16.540821658619848,0.24096738773331589,0.24094868612769096
100,16.741783095193885,0.26730671676066325,0.26728241885797566
100,16.942745516404948,0.28896782734906157,0.28894326329761455
100,17.14370865133964,0.29205304327181647,0.29202581966387664
100,17.34467243439639,0.29309700627987334,0.2930764005644274
100,17.545637155264536,0.29210916142637305,0.2920946639518731
100,17.746602900626105,0.2807601927718324,0.28074487295515094
100,17.94756964947437,0.26895743294980745,0.26894793105561565
100,18.14853733161587,0.25669271595844695,0.2567039039236043
100,18.34950631830297,0.23953647316383236,0.23953296994840534
100,18.550476956842544,0.22276919204454715,0.222768494829494
100,18.75144910919307,0.20640881749563106,0.20641077058895524
100,18.95242267664801,0.18846172015256424,0.18848598123629814
100,19.15339763965985,0.1713397927544365,0.17134583096084105
100,19.35437440850369,0.15498316131288614,0.15499025890546575
100,19.55535290025722,0.13894783054521562,0.13895552945533515
100,19.756332977001744,0.12377713230715782,0.12379616635519262
100,19.957314458357025,0.10950374623596583,0.10951209228197312
100,20.15829753812997,0.09630407801143617,0.09631052489107954
100,20.359282124005304,0.08392903603395514,0.08393659125513019
100,20.56026800273291,0.07236106789772553,0.07239022889873785
100,20.761254828775577,0.06149130638093549,0.0615236494215045
100,20.962242529167558,0.05151174466950563,0.05153328670254444
100,21.16323096003539,0.04240250384214247,0.04241930614380402
100,21.364219813222252,0.03406653975949052,0.0340992011007939
100,21.56520863251931,0.02665851662905801,0.026680985406152127
100,21.766196950806645,0.02016320894580064,0.02016458023276229
100,21.967181707663094,0.014865997399539149,0.016230216470842242
100,22.168152390428467,0.010331141589951836,0.011558000693999222
100,22.36910950685061,0.006716822892080337,0.006147910568431141
100,22.57006766830763,0.0028842287591984224,0.002034542343422818
100,22.77103313228841,0.0005766728967154329,-0.00036119114040772366
100,22.972006729785118,-0.00038485177809194127,-0.001039380641810115
100,23.172985617954,-0.00031179925603972005,-0.00038130199353067463
100,23.373964627830166,-0.0002446329987212425,1.12877182187699e-05
100,23.57494053544369,-0.00018333990890927285,0.0001383882006067088
100,23.775912736959654,-0.00013785208953882343,5.1622257870774425e-05
100,23.97688230849273,-9.63465307366162e-05,-4.4098113163757387e-07
100,24.17785016499323,-5.882221311798658e-05,-1.7563107135914216e-05
100,24.378816847363566,-3.293380532325574e-05,-6.573636942922009e-06
100,24.579782604008106,-9.577716887563406e-06,5.3573619677111735e-09
100,24.780747645508818,-3.681778033914806e-05,2.1965677180889222e-06
100,24.981711435450883,-1.0632105860001426e-06,8.23587821932636e-07
100,25.182673577666005,6.471096568939124e-06,-8.261699996252058e-09
100,25.383634404180324,1.67489155566642e-05,-3.2740498659810014e-07
100,25.584594086893535,2.9452045635634955e-05,-1.0810805986437733e-07
100,25.785552939416352,3.187516191872352e-05,-3.4552842335062525e-09
100,25.986511585979844,4.124522146886074e-05,3.987661746470078e-08
