va_acc,yr_a
-2.058546569859453,-0.1347305195402088
-3.011290530365155,-0.13580167311904143
-2.7150922150567407,-0.11636767250930458
-2.1295567188275615,-0.15498142098733797
-1.4220654804169746,-0.1451261129689459
-0.25435867269296475,-0.12179849859746994
1.4435966544505265,-0.126096354623017
2.306073703296226,-0.13997319683884057
5.67817902861056,-0.16480442898173037
6.04011123522966,-0.17386050325184624
3.249260908553427,-0.1499518564440903
-5,-0.1499518564440903
-0.7387769723765314,-0.15376242741544335
0.20357719508842242,-0.16263022907100708
1.8556311843814806,-0.18779613880290252
0.8334171888988589,-0.1670189110759957
2.5066160501541015,-0.17337742465808936
3.4427872490163294,-0.1726096059050141
3.095984414434909,-0.16830399665292067
1.9907348136264136,-0.16067224552526516
0.032284426907698505,-0.12631349577854734
1.4010927977111873,-0.1340148792968132
1.4016028588580498,-0.12952972673908741
1.1871755159830908,-0.10269796046397983
1.1774470889422066,-0.07474438378416001
1.1575636035717665,-0.05393806632306768
0.9513723668645317,-0.03096058940503642
0.812259240057862,-0.013246313147872776
0.4976818431012523,-0.0003215941216524285
0.48756152719680595,0.012735890994741095
0.5315967837297908,0.022456716596042946
0.594856438306387,0.028306559077066574
0.5142167461008085,0.0310327887945751
0.5647386456849482,0.032740458785322044
0.5828408926762496,0.033108852984812705
0.6369071077566184,0.03307354455655347
0.662172093688113,0.030391675395166854
0.6796741556852766,0.027406782216797865
0.6699766031563881,0.023566514661816272
0.6536981460795671,0.020025009818026993
0.6318805942800425,0.01677860716324517
0.5952209650246333,0.013497337775382038
0.556444241214881,0.010676706298077227
0.5165775352922696,0.008264775660126365
0.47201069860244804,0.006126885871937191
0.4285108492240935,0.004360137140819996
0.3865276481958854,0.0029176808337068702
0.3455991713680558,0.0017888259815173175
0.3068264973945107,0.0008919529745405021
0.2703153471858621,0.00019783993614159293
0.23633816230768073,-0.0003549310560814271
0.2046526668528223,-0.0007332297766942119
0.17525790262419563,-0.0009631761140559819
0.1482157521051837,-0.0010148090387469846
0.12342248446730497,-0.0010051772939892569
0.10086938001308932,-0.0009455956922341632
0.07999880862894135,-0.0008896979410329435
0.06155475826362901,-0.0007645844769827082
0.04552041035300452,-0.0005842675558219443
0.03470776878652623,-0.00048680355519856205
0.02351603334493502,-9.333995104011668e-05
0.011942932564246889,0.00019332879841194657
0.003927634252866064,9.777636496262164e-05
-0.0007348765408989006,1.519377790930464e-05
-0.0020441320210856265,-3.390547261532899e-05
-0.0016512452922366186,-2.264954166818285e-05
-0.0012900778370474033,-1.2443944535227158e-05
-0.0009606179999420005,-4.548070229739643e-06
-0.0007170172705724085,-2.229811082551272e-07
-0.000494865132061928,2.988624372934284e-06
-0.0002941607973104202,5.203009855814315e-06
-0.00015644914618920212,5.5436623473216394e-06
-3.231819723887049e-05,5.591838640196889e-06
7.823182297996162e-05,5.387098876754996e-06
0.0001452592003829622,4.587298462305544e-06
0.00020438132449669726,3.808097391868186e-06
0.0002555982706493505,3.055989183416884e-06
0.0003213050830086346,2.6078217189922386e-06
0.00037409425010960734,2.0373189649071415e-06
0.0004139657835962043,1.3839156641855325e-06
0.0004074728510790201,3.792377558514139e-07
