yr_a,distance,yr_b,vb_acc,orientation_b,orientation_a
-0.1347305195402088,13.151751312624729,0.0,-5,-2.5788657605070053,0.4817041357757603
-0.13580167311904143,11.401363409180505,0.0,-5,-2.5788657605070053,0.397454843336935
-0.11636767250930458,9.784540055207614,0.0,-5,-2.5788657605070053,0.32275415250988587
-0.15498142098733797,8.320549857343396,0.0,-5,-2.5788657605070053,0.2456666197567429
-0.1451261129689459,7.047648959091669,0.0,-5,-2.5788657605070053,0.16417564368332327
-0.12179849859746994,6.791533008192067,0.0,-5,-2.5788657605070053,0.09420173506539593
-0.126096354623017,6.6042533580959,0.0,-5,-2.5788657605070053,0.04061027517842941
-0.13997319683884057,6.4838631042003145,0.0,-5,-2.5788657605070053,-0.02622479024440416
-0.16480442898173037,6.436640431524926,0.0,-5,-2.5788657605070053,-0.0973900498158784
-0.17386050325184624,6.480885407243235,0.0,-5,-2.5788657605070053,-0.18671643289488138
-0.1499518564440903,6.627210102833173,0.0,-5,-2.5788657605070053,-0.2851625182716706
-0.1499518564440903,6.82262416979715,0.0,-5,-2.5788657605070053,-0.2851625182716706
-0.15376242741544335,7.052184145619726,0.0,-5,-2.5788657605070053,-0.33127933622878913
-0.16263022907100708,7.31798359167938,0.0,-5,-2.5788657605070053,-0.4008842283550633
-0.18779613880290252,7.6141812891184895,0.0,-5,-2.5788657605070053,-0.4434668431346127
-0.1670189110759957,7.956945309608381,0.0,-5,-2.5788657605070053,-0.5343744761560085
-0.17337742465808936,8.32398808112063,0.0,-5,-2.5788657605070053,-0.6131451930424072
-0.1726096059050141,8.727515075222566,0.0,-5,-2.5788657605070053,-0.6724745816168074
-0.16830399665292067,9.175587336446577,0.0,-5,-2.5788657605070053,-0.7610382190603477
-0.16067224552526516,9.662498525041734,0.0,-5,-2.5788657605070053,-0.8505971231627338
-0.12631349577854734,10.165321258848438,0.0,-5,-2.5788657605070053,-0.9154138801172689
-0.1340148792968132,10.646095847866214,0.0,-5,-2.5788657605070053,-0.9799690630325442
-0.12952972673908741,11.145338557903939,0.0,-5,-2.5788657605070053,-1.0470279480668054
-0.10269796046397983,11.660749077034835,0.0,-5,-2.5788657605070053,-1.1075770696547096
