column_name
-6.79153954912389
-7.110279831423989
-6.333243345755601
-6.754917412385985
-6.594947262231985
-6.365527660170313
-5.90038582611111
-5.4729833511775405
-4.89678556975198
-4.5792050055207945
-4.220337100672895
-3.8664496467654805
-3.432345532671509
-3.0428349439222337
-2.736714827468441
-2.4675528279510925
-2.1677976681869913
-2.151441693630039
-2.151441693630039
-2.151441693630039
-2.151441693630039
-2.151441693630039
-2.151441693630039
-2.151441693630039
-2.151441693630039
-2.151441693630039
-2.151441693630039
-2.151441693630039
-2.151441693630039
-2.151441693630039
-2.151441693630039
-2.151441693630039
-2.151441693630039
-2.151441693630039
-2.151441693630039
-2.151441693630039
-2.151441693630039
-2.151441693630039
-2.151441693630039
-2.151441693630039
-4.197589998388618
-5.89180779110454
-6.836794418323294
-7.439085956939032
-7.856255610705615
-8.162046711951088
-8.395674056784467
