yr_a,distance,yr_b,vb_acc,orientation_b,orientation_a
-0.13406025114936337,13.106161689083521,0.0,-5,-2.5788657605070053,0.4758500879452603
-0.13521851029479015,11.336673691033276,0.0,-5,-2.5788657605070053,0.3886436894699833
-0.11974702453676252,9.70562842027861,0.0,-5,-2.5788657605070053,0.3109240507609874
-0.15835937036930983,8.234985705653514,0.0,-5,-2.5788657605070053,0.22340824529462494
-0.1490954872417608,6.970784351735349,0.0,-5,-2.5788657605070053,0.13557085602662722
-0.12749202593726253,6.727291744231482,0.0,-5,-2.5788657605070053,0.05896397544068599
-0.13915039300368098,6.563045891534692,0.0,-5,-2.5788657605070053,-0.008814444521714648
-0.15184580100181677,6.4827287609639574,0.0,-5,-2.5788657605070053,-0.08796979242242298
-0.17036486608180537,6.493964260284569,0.0,-5,-2.5788657605070053,-0.17075234437784026
-0.17576019018749245,6.6136554186618,0.0,-5,-2.5788657605070053,-0.2692188069876096
-0.13122121372513457,6.843885550467801,0.0,-5,-2.5788657605070053,-0.3553511093606678
-0.13122121372513457,7.1135135688436355,0.0,-5,-2.5788657605070053,-0.3553511093606678
-0.14370752960903674,7.413904351886676,0.0,-5,-2.5788657605070053,-0.3991338615227491
-0.16045057254294848,7.746051550729654,0.0,-5,-2.5788657605070053,-0.47150884016687034
-0.13591390292430483,8.102858747299834,0.0,-5,-2.5788657605070053,-0.5083679237145624
-0.15262388133661134,8.479399419176458,0.0,-5,-2.5788657605070053,-0.5773318368295222
-0.16154838892826445,8.888643111561551,0.0,-5,-2.5788657605070053,-0.6549717005727276
-0.16635030759606037,9.331549335454921,0.0,-5,-2.5788657605070053,-0.7119606825259792
-0.16402760830157742,9.813827771245295,0.0,-5,-2.5788657605070053,-0.8024870632430545
-0.10634861945192492,10.295360041581715,0.0,-5,-2.5788657605070053,-0.8671645929690177
-0.12538682167320192,10.776959424549853,0.0,-5,-2.5788657605070053,-0.9261096303488277
-0.12464003318834176,11.288067703499701,0.0,-5,-2.5788657605070053,-0.9916289762214232
-0.11547616643141939,11.824535182005592,0.0,-5,-2.5788657605070053,-1.057081105449849
-0.08575399980948088,12.378394562447493,0.0,-5,-2.5788657605070053,-1.1125915423995147
-0.06414546944514751,12.946794070456129,0.0,-5,-2.5788657605070053,-1.155023822896048
-0.0459354155442247,13.528982700749491,0.0,-5,-2.5788657605070053,-1.1869923587243933
-0.02595043252942734,14.123007846544802,0.0,-5,-2.5788657605070053,-1.2079796742202227
-0.009559162647816893,14.72890026864871,0.0,-5,-2.5788657605070053,-1.218559038997964
0.003071411963507363,15.345525627700903,0.0,-5,-2.5788657605070053,-1.2203554017394946
0.012666304604081562,15.972209681579018,0.0,-5,-2.5788657605070053,-1.215223418327895
0.01940558113095552,16.60838412517938,0.0,-5,-2.5788657605070053,-1.2049249780784752
0.024317788880646292,17.253013346647506,0.0,-5,-2.5788657605070053,-1.1906025799239783
0.026775240677817887,17.904983204299988,0.0,-5,-2.5788657605070053,-1.1740517222618987
0.029840756018565222,18.56294550630788,0.0,-5,-2.5788657605070053,-1.155004043350723
0.029742038144558405,19.22675398095787,0.0,-5,-2.5788657605070053,-1.1351683923171416
0.02790508699743804,19.896202123695424,0.0,-5,-2.5788657605070053,-1.1158538415314627
0.0257632438374616,20.570875660140285,0.0,-5,-2.5788657605070053,-1.0977318096048707
0.023391856874316188,21.250402629220808,0.0,-5,-2.5788657605070053,-1.0810097050738214
0.02028565399580943,21.934451976144093,0.0,-5,-2.5788657605070053,-1.066065361870682
0.01739488837910677,22.622709795032947,0.0,-5,-2.5788657605070053,-1.053086131569076
0.014714953164687027,23.31487648994282,0.0,-5,-2.5788657605070053,-1.0419569802503679
0.011952209792542141,24.01066523456669,0.0,-5,-2.5788657605070053,-1.0326719722789122
0.009544232388563263,24.709798638699677,0.0,-5,-2.5788657605070053,-1.0251496936736384
0.00745661912126759,25.412000991344616,0.0,-5,-2.5788657605070053,-1.0191744267285765
0.005851965616541541,26.116996792384533,0.0,-5,-2.5788657605070053,-1.0144713609429346
0.004390285798739936,26.824511477009274,0.0,-5,-2.5788657605070053,-1.0108404555026933
0.0030737398723877382,27.534279140426218,0.0,-5,-2.5788657605070053,-1.0081883597919008
0.0016970240333255757,28.246045959275605,0.0,-5,-2.5788657605070053,-1.006503019855784
0.0006360763937210041,28.95957237722631,0.0,-5,-2.5788657605070053,-1.0056847365871793
-0.00014832442040840974,29.674625945398677,0.0,-5,-2.5788657605070053,-1.0055251192470935
-0.0005769633989026313,30.390980921903406,0.0,-5,-2.5788657605070053,-1.0057912082366132
-0.0009147575583457976,31.108418865379512,0.0,-5,-2.5788657605070053,-1.0063340910085046
-0.0011514540977626338,31.82673954520366,0.0,-5,-2.5788657605070053,-1.0070858563147027
-0.0013130552542126163,32.54576580040963,0.0,-5,-2.5788657605070053,-1.0079871404111067
-0.001283789152584934,33.265347380200005,0.0,-5,-2.5788657605070053,-1.0089349160761447
-0.001097699682446991,33.98535086696142,0.0,-5,-2.5788657605070053,-1.0098066207952083
-0.0008913529227656826,34.70565568314188,0.0,-5,-2.5788657605070053,-1.0105404656011157
-0.0004804363966012438,35.42615007163518,0.0,-5,-2.5788657605070053,-1.0110419720130652
-0.000114379004405735,36.14675091323349,0.0,-5,-2.5788657605070053,-1.0112431659572367
-7.254342189472883e-05,36.867416807245284,0.0,-5,-2.5788657605070053,-1.0113132422401323
-3.242170439720119e-05,37.58814011294094,0.0,-5,-2.5788657605070053,-1.0113505427237
-3.884546826919855e-06,38.30891799971442,0.0,-5,-2.5788657605070053,-1.0113629467716576
1.1939752790809649e-05,39.02974815723958,0.0,-5,-2.5788657605070053,-1.0113597465362005
2.3182957884590816e-05,39.75062852930784,0.0,-5,-2.5788657605070053,-1.0113468003596946
3.0346922455292033e-05,40.47155729565954,0.0,-5,-2.5788657605070053,-1.011327236241078
3.0145540178205812e-05,41.192532829306074,0.0,-5,-2.5788657605070053,-1.011305313336928
2.8793078308048367e-05,41.913553566212656,0.0,-5,-2.5788657605070053,-1.0112839622550185
2.6465300913575922e-05,42.634618034176285,0.0,-5,-2.5788657605070053,-1.0112639509679058
2.1420779884507537e-05,43.355724829229786,0.0,-5,-2.5788657605070053,-1.0112466767978505
1.6730169221970015e-05,44.076872524520084,0.0,-5,-2.5788657605070053,-1.011232919237404
1.2402635697992384e-05,44.79805972858297,0.0,-5,-2.5788657605070053,-1.0112224193311379
7.770315306244701e-06,45.51928507981285,0.0,-5,-2.5788657605070053,-1.011215178794533
3.8675540548024346e-06,46.24054718264297,0.0,-5,-2.5788657605070053,-1.0112110178589617
6.436390393294386e-07,46.96184466935603,0.0,-5,-2.5788657605070053,-1.0112094278551318
-1.5397013458464629e-06,47.68317623225766,0.0,-5,-2.5788657605070053,-1.0112097712397832
-3.394929622946632e-06,48.4045406613769,0.0,-5,-2.5788657605070053,-1.0112115732858005
-4.921864660179521e-06,49.125936785067935,0.0,-5,-2.5788657605070053,-1.0112145969213922
