yr_b,distance,yr_a,va_acc,orientation_b,orientation_a
0.0,25.412000991344616,0.00745661912126759,0.2983191332297653,-2.5788657605070053,-1.0191744267285765
0.0,26.116996792384533,0.005851965616541541,0.26361382136766526,-2.5788657605070053,-1.0144713609429346
0.0,26.824511477009274,0.004390285798739936,0.23028855307417312,-2.5788657605070053,-1.0108404555026933
0.0,27.534279140426218,0.0030737398723877382,0.19864955469524911,-2.5788657605070053,-1.0081883597919008
0.0,28.246045959275605,0.0016970240333255757,0.1686128412628677,-2.5788657605070053,-1.006503019855784
0.0,28.95957237722631,0.0006360763937210041,0.14084558481814227,-2.5788657605070053,-1.0056847365871793
0.0,29.674625945398677,-0.00014832442040840974,0.11551601540500726,-2.5788657605070053,-1.0055251192470935
0.0,30.390980921903406,-0.0005769633989026313,0.09239941710024205,-2.5788657605070053,-1.0057912082366132
0.0,31.108418865379512,-0.0009147575583457976,0.07187093168400335,-2.5788657605070053,-1.0063340910085046
0.0,31.82673954520366,-0.0011514540977626338,0.053943242247458355,-2.5788657605070053,-1.0070858563147027
0.0,32.54576580040963,-0.0013130552542126163,0.039567050927994375,-2.5788657605070053,-1.0079871404111067
0.0,33.265347380200005,-0.001283789152584934,0.027346250112157727,-2.5788657605070053,-1.0089349160761447
0.0,33.98535086696142,-0.001097699682446991,0.01721823603559674,-2.5788657605070053,-1.0098066207952083
0.0,34.70565568314188,-0.0008913529227656826,0.007223670589483132,-2.5788657605070053,-1.0105404656011157
0.0,35.42615007163518,-0.0004804363966012438,0.0010311861474882724,-2.5788657605070053,-1.0110419720130652
0.0,36.14675091323349,-0.000114379004405735,-0.0013829150610298786,-2.5788657605070053,-1.0112431659572367
0.0,36.867416807245284,-7.254342189472883e-05,-0.0011187875443137295,-2.5788657605070053,-1.0113132422401323
0.0,37.58814011294094,-3.242170439720119e-05,-0.0008762775662434821,-2.5788657605070053,-1.0113505427237
0.0,38.30891799971442,-3.884546826919855e-06,-0.0006551811350128614,-2.5788657605070053,-1.0113629467716576
0.0,39.02974815723958,1.1939752790809649e-05,-0.0004912605907305544,-2.5788657605070053,-1.0113597465362005
0.0,39.75062852930784,2.3182957884590816e-05,-0.00034170052223421275,-2.5788657605070053,-1.0113468003596946
0.0,40.47155729565954,3.0346922455292033e-05,-0.00020648903776412038,-2.5788657605070053,-1.011327236241078
0.0,41.192532829306074,3.0145540178205812e-05,-0.00011337815499357449,-2.5788657605070053,-1.011305313336928
0.0,41.913553566212656,2.8793078308048367e-05,-2.9402044127710957e-05,-2.5788657605070053,-1.0112839622550185
0.0,42.634618034176285,2.6465300913575922e-05,4.5434484322107646e-05,-2.5788657605070053,-1.0112639509679058
0.0,43.355724829229786,2.1420779884507537e-05,9.108545572181575e-05,-2.5788657605070053,-1.0112466767978505
0.0,44.076872524520084,1.6730169221970015e-05,0.00013138902726322001,-2.5788657605070053,-1.011232919237404
0.0,44.79805972858297,1.2402635697992384e-05,0.00016634872884802013,-2.5788657605070053,-1.0112224193311379
0.0,45.51928507981285,7.770315306244701e-06,0.00018233776532841685,-2.5788657605070053,-1.011215178794533
0.0,46.24054718264297,3.8675540548024346e-06,0.00019557477011501582,-2.5788657605070053,-1.0112110178589617
0.0,46.96184466935603,6.436390393294386e-07,0.00020606198287643067,-2.5788657605070053,-1.0112094278551318
0.0,47.68317623225766,-1.5397013458464629e-06,0.00022387636311378903,-2.5788657605070053,-1.0112097712397832
0.0,48.4045406613769,-3.394929622946632e-06,0.00023668597922955396,-2.5788657605070053,-1.0112115732858005
0.0,49.125936785067935,-4.921864660179521e-06,0.00024449110183514833,-2.5788657605070053,-1.0112145969213922
