yr_a,distance,yr_b,vb_acc,orientation_b,orientation_a
-3.300658375695686e-06,33.804369016877565,0.0,-5,-2.5788657605070053,2.130305144017087
-1.5099345315606834e-06,33.167157729374004,0.0,-5,-2.5788657605070053,2.13030389375854
-5.595668282996604e-08,32.5613658064514,0.0,-5,-2.5788657605070053,2.130303495128489
-6.991646016171275e-07,31.98381065187716,0.0,-5,-2.5788657605070053,2.1303037631168023
1.00083751446508e-07,31.43134409025749,0.0,-5,-2.5788657605070053,2.1303036075910984
4.3057617934411274e-07,30.894495591390815,0.0,-5,-2.5788657605070053,2.130303755270209
6.533599005751618e-07,30.35472863417249,0.0,-5,-2.5788657605070053,2.130304052370388
7.832202961479246e-07,29.81203272168684,0.0,-5,-2.5788657605070053,2.130304446093108
6.752007216763252e-07,29.26643223321976,0.0,-5,-2.5788657605070053,2.1303048436762606
5.728527676452985e-07,28.718024800509866,0.0,-5,-2.5788657605070053,2.1303051856095387
4.7647625376302015e-07,28.166928400789594,0.0,-5,-2.5788657605070053,2.1303054744498895
3.3687231824680376e-07,27.613273304691923,0.0,-5,-2.5788657605070053,2.130305698285786
2.2373523298694604e-07,27.057222697112852,0.0,-5,-2.5788657605070053,2.130305852973257
1.3406020277016472e-07,26.498944230442834,0.0,-5,-2.5788657605070053,2.13030595180769
6.827025044032711e-08,25.938604938020234,0.0,-5,-2.5788657605070053,2.1303060077153093
1.7962332560167828e-08,25.37638031583367,0.0,-5,-2.5788657605070053,2.130306031268673
-1.8739677992587715e-08,24.812441777360384,0.0,-5,-2.5788657605070053,2.130306030447289
-3.0522130120732604e-08,24.246953702267113,0.0,-5,-2.5788657605070053,2.1303060163057848
-3.8102193398736794e-08,23.680075565700506,0.0,-5,-2.5788657605070053,2.1303059966687563
-4.203097409252897e-08,23.11195897786411,0.0,-5,-2.5788657605070053,2.1303059737454504
4.6121033643484044e-07,22.542746432858,0.0,-5,-2.5788657605070053,2.13030610511137
7.319602646099732e-07,21.972570371908784,0.0,-5,-2.5788657605070053,2.130306455356088
8.111548100776794e-07,21.401554557353375,0.0,-5,-2.5788657605070053,2.1303069040980023
9.585675592450555e-08,20.829814744319183,0.0,-5,-2.5788657605070053,2.1303071509936014
-3.786928947163153e-07,20.25745931807213,0.0,-5,-2.5788657605070053,2.1303070594236084
-6.489114045959148e-07,19.684588211392235,0.0,-5,-2.5788657605070053,2.1303067561667
5.349355837924474e-07,19.11129274599494,0.0,-5,-2.5788657605070053,2.1303067665281104
9.301650953757353e-07,18.537655991741136,0.0,-5,-2.5788657605070053,2.1303072191581744
0.0002087069855786072,17.96375217486785,0.0,-5,-2.5788657605070053,2.1303098809994965
0.0001727759737549513,17.38964324848044,0.0,-5,-2.5788657605070053,2.1304504349646782
0.00017435870716880886,16.815373624464044,0.0,-5,-2.5788657605070053,2.130544283389416
0.00023156934478717138,16.240990116847104,0.0,-5,-2.5788657605070053,2.1306613667908714
0.0002247433666817871,15.666544678226462,0.0,-5,-2.5788657605070053,2.130792682531062
0.00021550910622390292,15.092078922801445,0.0,-5,-2.5788657605070053,2.1309191215937866
0.00020947682724440367,14.517616980217444,0.0,-5,-2.5788657605070053,2.131040906382277
1.154792684319964e-05,13.943165631135967,0.0,-5,-2.5788657605070053,2.131155034777873
-1.8925064776282116e-07,13.368720124782088,0.0,-5,-2.5788657605070053,2.131154549674192
5.608860181075991e-07,12.794276444153518,0.0,-5,-2.5788657605070053,2.1311547021946717
3.5986634531342854e-07,12.220170621720934,0.0,-5,-2.5788657605070053,2.13115496427907
2.0126056224373817e-07,11.648015831291596,0.0,-5,-2.5788657605070053,2.131155123026039
7.763071375522362e-08,11.0795620755735,0.0,-5,-2.5788657605070053,2.1311552008293795
-2.7479610876985075e-08,10.517058412877327,0.0,-5,-2.5788657605070053,2.131155213337261
0.000811845460822924,9.965180339793811,0.0,-5,-2.5788657605070053,2.1311626134198813
0.0008266702859724361,9.428482598911724,0.0,-5,-2.5788657605070053,2.131606327865604
0.08712746771930827,8.909405919730888,0.0,-5,-2.5788657605070053,2.1550660887384003
0.15155834139127095,8.405096768369283,0.0,-5,-2.5788657605070053,2.2164553921296166
0.185220502539365,7.9120978732438605,0.0,-5,-2.5788657605070053,2.3018517674527916
0.16463507743907954,7.428901876267319,0.0,-5,-2.5788657605070053,2.3892075884351094
0.14096402913499662,6.958302672673487,0.0,-5,-2.5788657605070053,2.4658625492102577
0.11618389959243933,6.504572230057072,0.0,-5,-2.5788657605070053,2.530638907143284
0.097689489356404,6.071576255484522,0.0,-5,-2.5788657605070053,2.5855064901520666
0.06668956597339144,5.659987794466208,0.0,-5,-2.5788657605070053,2.6280455731239343
0.031069268275974258,5.271029577752181,0.0,-5,-2.5788657605070053,2.653758854406912
-0.013013800654229236,4.90736232724602,0.0,-5,-2.5788657605070053,2.6579381049321738
-0.04648709118131512,4.573013233400363,0.0,-5,-2.5788657605070053,2.641619864801248
-0.0734913721550391,4.270906880023167,0.0,-5,-2.5788657605070053,2.6094495891391456
-0.09294316932051394,4.0023778038368905,0.0,-5,-2.5788657605070053,2.5655474972194057
-0.10741048665953214,3.767696806685362,0.0,-5,-2.5788657605070053,2.5135939988603515
-0.11599487792675972,3.5676486334220954,0.0,-5,-2.5788657605070053,2.456402586678879
-0.1236260795009117,3.4040931407106108,0.0,-5,-2.5788657605070053,2.395567688352081
-0.1244960617862123,3.279700907963769,0.0,-5,-2.5788657605070053,2.3329565534659364
-0.1189065297598757,3.1983166626563166,0.0,-5,-2.5788657605070053,2.271595568448058
-0.13344746488151277,3.1636757827016244,0.0,-5,-2.5788657605070053,2.2074424767803715
-0.13579415447924592,3.1757430247583223,0.0,-5,-2.5788657605070053,2.1385941166798705
-0.12761018271026606,3.234683447719328,0.0,-5,-2.5788657605070053,2.070534302436384
-0.1382324923098439,3.340649967615859,0.0,-5,-2.5788657605070053,2.0004075663766767
-0.13375459515888322,3.4905078625616257,0.0,-5,-2.5788657605070053,1.927365513243009
-0.11848503002114985,3.68289777629391,0.0,-5,-2.5788657605070053,1.858095008556778
-0.08266277159477896,3.9193722022541455,0.0,-5,-2.5788657605070053,1.802064093041626
-0.05372171758282116,4.203558745473741,0.0,-5,-2.5788657605070053,1.7631371499801693
-0.030040316057034024,4.536204292416174,0.0,-5,-2.5788657605070053,1.738740944128614
