yr_b,distance,yr_a,vb_acc,orientation_b,orientation_a
0.0,20.25745931807213,-3.786928947163153e-07,-5,-2.5788657605070053,2.1303070594236084
0.0,19.684588211392235,-6.489114045959148e-07,-5,-2.5788657605070053,2.1303067561667
0.0,19.11129274599494,5.349355837924474e-07,-5,-2.5788657605070053,2.1303067665281104
0.0,18.537655991741136,9.301650953757353e-07,-5,-2.5788657605070053,2.1303072191581744
0.0,17.96375217486785,0.0002087069855786072,-5,-2.5788657605070053,2.1303098809994965
0.0,17.38964324848044,0.0001727759737549513,-5,-2.5788657605070053,2.1304504349646782
0.0,16.815373624464044,0.00017435870716880886,-5,-2.5788657605070053,2.130544283389416
0.0,16.240990116847104,0.00023156934478717138,-5,-2.5788657605070053,2.1306613667908714
0.0,15.666544678226462,0.0002247433666817871,-5,-2.5788657605070053,2.130792682531062
0.0,15.092078922801445,0.00021550910622390292,-5,-2.5788657605070053,2.1309191215937866
0.0,14.517616980217444,0.00020947682724440367,-5,-2.5788657605070053,2.131040906382277
0.0,13.943165631135967,1.154792684319964e-05,-5,-2.5788657605070053,2.131155034777873
0.0,13.368720124782088,-1.8925064776282116e-07,-5,-2.5788657605070053,2.131154549674192
0.0,12.794276444153518,5.608860181075991e-07,-5,-2.5788657605070053,2.1311547021946717
0.0,12.220170621720934,3.5986634531342854e-07,-5,-2.5788657605070053,2.13115496427907
0.0,11.648015831291596,2.0126056224373817e-07,-5,-2.5788657605070053,2.131155123026039
0.0,11.0795620755735,7.763071375522362e-08,-5,-2.5788657605070053,2.1311552008293795
0.0,10.517058412877327,-2.7479610876985075e-08,-5,-2.5788657605070053,2.131155213337261
0.0,9.965180339793811,0.000811845460822924,-5,-2.5788657605070053,2.1311626134198813
0.0,9.428482598911724,0.0008266702859724361,-5,-2.5788657605070053,2.131606327865604
0.0,8.909405919730888,0.08712746771930827,-5,-2.5788657605070053,2.1550660887384003
0.0,8.405096768369283,0.15155834139127095,-5,-2.5788657605070053,2.2164553921296166
0.0,7.9120978732438605,0.185220502539365,-5,-2.5788657605070053,2.3018517674527916
0.0,7.428901876267319,0.16463507743907954,-5,-2.5788657605070053,2.3892075884351094
0.0,6.958302672673487,0.14096402913499662,-5,-2.5788657605070053,2.4658625492102577
0.0,6.504572230057072,0.11618389959243933,-5,-2.5788657605070053,2.530638907143284
0.0,6.071576255484522,0.097689489356404,-5,-2.5788657605070053,2.5855064901520666
0.0,5.659987794466208,0.06668956597339144,-5,-2.5788657605070053,2.6280455731239343
0.0,5.271029577752181,0.031069268275974258,-5,-2.5788657605070053,2.653758854406912
0.0,4.90736232724602,-0.013013800654229236,-5,-2.5788657605070053,2.6579381049321738
0.0,4.573013233400363,-0.04648709118131512,-5,-2.5788657605070053,2.641619864801248
0.0,4.270906880023167,-0.0734913721550391,-5,-2.5788657605070053,2.6094495891391456
0.0,4.0023778038368905,-0.09294316932051394,-5,-2.5788657605070053,2.5655474972194057
0.0,3.767696806685362,-0.10741048665953214,-5,-2.5788657605070053,2.5135939988603515
0.0,3.5676486334220954,-0.11599487792675972,-5,-2.5788657605070053,2.456402586678879
0.0,3.4040931407106108,-0.1236260795009117,-5,-2.5788657605070053,2.395567688352081
0.0,3.279700907963769,-0.1244960617862123,-5,-2.5788657605070053,2.3329565534659364
0.0,3.1983166626563166,-0.1189065297598757,-5,-2.5788657605070053,2.271595568448058
0.0,3.1636757827016244,-0.13344746488151277,-5,-2.5788657605070053,2.2074424767803715
0.0,3.1757430247583223,-0.13579415447924592,-5,-2.5788657605070053,2.1385941166798705
0.0,3.234683447719328,-0.12761018271026606,-5,-2.5788657605070053,2.070534302436384
0.0,3.340649967615859,-0.1382324923098439,-5,-2.5788657605070053,2.0004075663766767
0.0,3.4905078625616257,-0.13375459515888322,-5,-2.5788657605070053,1.927365513243009
0.0,3.68289777629391,-0.11848503002114985,-5,-2.5788657605070053,1.858095008556778
0.0,3.9193722022541455,-0.08266277159477896,-5,-2.5788657605070053,1.802064093041626
0.0,4.203558745473741,-0.05372171758282116,-5,-2.5788657605070053,1.7631371499801693
0.0,4.536204292416174,-0.030040316057034024,-5,-2.5788657605070053,1.738740944128614
0.0,4.914811791445236,-0.005809947098138319,-5,-2.5788657605070053,1.728458830245632
0.0,5.335241204508457,0.013051149775360324,-5,-2.5788657605070053,1.7308374616873192
0.0,5.791695145491605,0.02816478970535612,-5,-2.5788657605070053,1.743392413746183
0.0,6.277864828693752,0.04032967234514292,-5,-2.5788657605070053,1.7642307187342756
0.0,6.787746934458125,0.04992413014040741,-5,-2.5788657605070053,1.79136265574097
0.0,7.3158177731689324,0.05702928575158601,-5,-2.5788657605070053,1.823300436881647
0.0,7.85755634805634,0.06193699182621929,-5,-2.5788657605070053,1.858567802007368
0.0,8.409332755306671,0.06422125686289126,-5,-2.5788657605070053,1.895694370855613
0.0,8.968320966442308,0.06397853984652181,-5,-2.5788657605070053,1.9331736944295874
0.0,9.532382562280679,0.0588991499451194,-5,-2.5788657605070053,1.968769335686696
0.0,10.099950968732955,0.05427959646632668,-5,-2.5788657605070053,2.0014399375612957
0.0,10.669932920059066,0.04972076712160982,-5,-2.5788657605070053,2.031405100819297
0.0,11.241572587256616,0.04567379798168904,-5,-2.5788657605070053,2.058984972331429
0.0,11.81433059908396,0.039035748500008204,-5,-2.5788657605070053,2.0834221399656254
0.0,12.387821836469286,0.030767890610438123,-5,-2.5788657605070053,2.10352247103614
0.0,12.961780836008042,0.02355875712448796,-5,-2.5788657605070053,2.119438585811091
0.0,13.536022679115149,0.012438457595541283,-5,-2.5788657605070053,2.1298338869292532
0.0,14.110409505105649,0.002775181637100778,-5,-2.5788657605070053,2.134008693676797
0.0,14.684850514490485,-0.00021692041893541653,-5,-2.5788657605070053,2.1345658860567696
0.0,15.25930559486999,-0.0004695490214695997,-5,-2.5788657605070053,2.1342813357609987
0.0,15.833758978079594,0.000202810250729305,-5,-2.5788657605070053,2.134203523881534
0.0,16.408207541273363,0.00013723572319777056,-5,-2.5788657605070053,2.134300574855525
0.0,16.98265215667284,8.408985715428027e-05,-5,-2.5788657605070053,2.134363578115743
0.0,17.557093751394323,4.225705879502425e-05,-5,-2.5788657605070053,2.1343993537195685
0.0,18.131533179618316,1.6396479098735572e-05,-5,-2.5788657605070053,2.1344158911447497
0.0,18.705971131155103,-3.3106687006691178e-06,-5,-2.5788657605070053,2.1344193700495837
0.0,19.280408225025564,-1.748653453751318e-05,-5,-2.5788657605070053,2.1344131466821192
0.0,19.854845011964944,-2.259595544006739e-05,-5,-2.5788657605070053,2.1344015229176456
0.0,20.42928190828582,-2.5518502388168835e-05,-5,-2.5788657605070053,2.1343876050004464
0.0,21.00371927247564,-2.6521838420672565e-05,-5,-2.5788657605070053,2.1343725722915208
0.0,21.578157410703195,-2.353553478743744e-05,-5,-2.5788657605070053,2.13435818373003
0.0,22.152596530331515,-2.0354913425064924e-05,-5,-2.5788657605070053,2.134345569583331
0.0,22.72703679816358,-1.70454611347102e-05,-5,-2.5788657605070053,2.134334822666916
0.0,23.30147834626191,-1.2640983716550581e-05,-5,-2.5788657605070053,2.134326321921714
0.0,23.87592124067807,-8.766266409551604e-06,-5,-2.5788657605070053,2.1343201979774653
0.0,24.45036552264864,-5.3965964855900965e-06,-5,-2.5788657605070053,2.134316153617477
0.0,25.024811213520444,-2.2564833395201178e-06,-5,-2.5788657605070053,2.1343139846456176
0.0,25.59925829486177,2.974410481562674e-07,-5,-2.5788657605070053,2.1343134488812976
0.0,26.173706735502094,2.3126239073520554e-06,-5,-2.5788657605070053,2.134314223219255
0.0,26.748156495215955,3.7292978615369763e-06,-5,-2.5788657605070053,2.1343159783015477
0.0,27.32260751300003,4.754512941293249e-06,-5,-2.5788657605070053,2.1343184329044127
0.0,27.897059723285373,5.4271886722103105e-06,-5,-2.5788657605070053,2.1343213733318933
0.0,28.471513058438155,5.585477633999557e-06,-5,-2.5788657605070053,2.1343245453379227
0.0,29.04596744261792,5.570050498171168e-06,-5,-2.5788657605070053,2.1343277573317647
0.0,29.62042280030829,5.4028600353279055e-06,-5,-2.5788657605070053,2.134330915825473
0.0,30.194879057861208,4.938149057220971e-06,-5,-2.5788657605070053,2.1343338873610396
0.0,30.769336140948973,4.450503544915516e-06,-5,-2.5788657605070053,2.134336584990386
0.0,31.343793978054116,3.9475075135267795e-06,-5,-2.5788657605070053,2.134338997715994
0.0,31.918252501317102,3.3383760379060736e-06,-5,-2.5788657605070053,2.1343410880414204
0.0,32.49271164612922,2.7791342026294526e-06,-5,-2.5788657605070053,2.134342842819254
0.0,33.067171351603534,2.268847466820031e-06,-5,-2.5788657605070053,2.1343442904401475
0.0,33.64163156063305,1.6579533834714704e-06,-5,-2.5788657605070053,2.134345413051521
0.0,34.21609221976737,1.153000616182357e-06,-5,-2.5788657605070053,2.134346215597671
0.0,34.790553279284474,7.447660726054344e-07,-5,-2.5788657605070053,2.1343467562887137
0.0,35.36501469322692,3.342901431982875e-07,-5,-2.5788657605070053,2.134347060124564
0.0,35.939476419521185,4.326714307162877e-08,-5,-2.5788657605070053,2.1343471632387345
0.0,36.51393841968854,-1.4442541177705292e-07,-5,-2.5788657605070053,2.1343471296220207
0.0,37.088400658531384,-2.3369753389307007e-07,-5,-2.5788657605070053,2.134347016657741
0.0,37.66286310365208,-2.434047497803334e-07,-5,-2.5788657605070053,2.1343468763554414
0.0,38.23732572615625,-1.9636232872800623e-07,-5,-2.5788657605070053,2.1343467478692086
0.0,38.81178850137145,8.681986346051482e-08,-5,-2.5788657605070053,2.13434673667828
0.0,39.386251409503586,6.112575649756301e-08,-5,-2.5788657605070053,2.1343467884730045
0.0,39.96071443233965,-4.422143605802972e-08,-5,-2.5788657605070053,2.1343467916551
0.0,40.53517755324681,-3.099873744368196e-08,-5,-2.5788657605070053,2.13434676896816
0.0,41.10964075991145,-5.491792491144453e-09,-5,-2.5788657605070053,2.1343467583917803
0.0,41.68410404411237,1.1706009377703933e-08,-5,-2.5788657605070053,2.1343467610673783
0.0,42.258567401180514,7.513644304598442e-09,-5,-2.5788657605070053,2.1343467665461424
0.0,42.8330308283647,4.156257520689698e-09,-5,-2.5788657605070053,2.1343467698599135
0.0,43.40749432319081,1.5564172961649329e-09,-5,-2.5788657605070053,2.1343467714662423
0.0,43.981957883291216,1.2048241739507082e-10,-5,-2.5788657605070053,2.1343467719294122
0.0,44.55642150636876,-9.473267365007663e-10,-5,-2.5788657605070053,2.134346771675125
0.0,45.130885190223786,-1.685530859966536e-09,-5,-2.5788657605070053,2.134346770903946
0.0,45.70534893274898,-1.6584564921953845e-09,-5,-2.5788657605070053,2.13434676994096
0.0,46.27981273190175,-1.5828813038041486e-09,-5,-2.5788657605070053,2.1343467690078697
0.0,46.85427658572462,-1.4661280317191074e-09,-5,-2.5788657605070053,2.1343467681302877
0.0,47.42874049234143,-1.116290743201485e-09,-5,-2.5788657605070053,2.1343467673912624
0.0,48.00320444993689,-8.195814081896384e-10,-5,-2.5788657605070053,2.134346766837626
0.0,48.57766845677065,-5.721113375849688e-10,-5,-2.5788657605070053,2.134346766439996
0.0,49.152132511174585,-3.4884747356504136e-10,-5,-2.5788657605070053,2.1343467661778037
0.0,49.72659661153785,-1.7177149318421154e-10,-5,-2.5788657605070053,2.1343467660304003
0.0,50.30106075631618,-3.653840358692031e-11,-5,-2.5788657605070053,2.134346765972513
0.0,50.87552494402913,2.9096553364096616e-11,-5,-2.5788657605070053,2.1343467659712534
0.0,51.44998917325001,7.684175289748576e-11,-5,-2.5788657605070053,2.134346766002464
0.0,52.024453442610884,1.0808523606467665e-10,-5,-2.5788657605070053,2.13434676605635
0.0,52.59891775080025,9.970739234571778e-11,-5,-2.5788657605070053,2.134346766116246
0.0,53.17338209655623,9.001669511097228e-11,-5,-2.5788657605070053,2.134346766170728
